task_id,split,type,pair_index,in_height,in_width,in_area,in_elongation,in_entropy,in_color_diversity,in_bg_ratio,in_comp_count,in_mean_comp_size,in_max_comp_size,in_mean_comp_elong,in_max_comp_elong,in_transition_density,out_height,out_width,out_area,out_elongation,out_entropy,out_color_diversity,out_bg_ratio,out_comp_count,out_mean_comp_size,out_max_comp_size,out_mean_comp_elong,out_max_comp_elong,out_transition_density,delta_area,delta_comp_count,delta_entropy,delta_color_diversity
182e5d0f,train,train,0,12,12,144,1.0,1.012075426676664,3,0.041666666666666664,9,15.333333333333334,101.0,2.7878787878787876,9.0,0.23484848484848486,12,12,144,1.0,0.6988998783412327,3,0.041666666666666664,7,19.714285714285715,127.0,1.2142857142857142,2.5,0.14393939393939395,0,-2,-0.3131755483354314,0
182e5d0f,train,train,1,9,9,81,1.0,0.759386885221977,3,0.024691358024691357,4,19.75,58.0,1.8333333333333335,3.0,0.16666666666666666,9,9,81,1.0,0.3578430444462617,3,0.024691358024691357,3,26.333333333333332,77.0,1.0,1.0,0.06944444444444445,0,-1,-0.40154384077571526,0
182e5d0f,train,train,2,13,13,169,1.0,0.9779350504130557,3,0.047337278106508875,10,16.1,132.0,1.7,3.0,0.21153846153846154,13,13,169,1.0,0.8377754713820889,3,0.047337278106508875,9,17.88888888888889,143.0,1.3333333333333333,2.5,0.18269230769230768,0,-1,-0.14015957903096687,0
182e5d0f,train,test,0,14,14,196,1.0,0.8222853766174982,3,0.04081632653061224,11,17.09090909090909,160.0,1.6363636363636365,5.0,0.1620879120879121,14,14,196,1.0,0.6307304314613087,3,0.04081632653061224,9,20.88888888888889,176.0,1.0,1.0,0.12362637362637363,0,-2,-0.19155494515618954,0
18419cfa,train,train,0,18,17,306,1.0588235294117647,0.6208218595634842,2,0.8725490196078431,2,19.5,34.0,1.3055555555555556,1.5,0.1386481802426343,18,17,306,1.0588235294117647,0.7052641696397199,2,0.8562091503267973,2,22.0,34.0,1.2222222222222223,1.3333333333333333,0.15251299826689774,0,0,0.0844423100762357,0
18419cfa,train,train,1,16,22,352,1.375,0.8234059269585626,2,0.8039772727272727,4,17.25,30.0,1.4642857142857144,1.5,0.2012012012012012,16,22,352,1.375,0.9357586740530444,2,0.7784090909090909,4,19.5,30.0,1.380952380952381,1.4285714285714286,0.2222222222222222,0,0,0.11235274709448173,0
18419cfa,train,train,2,24,16,384,1.5,0.6224458814968766,2,0.8776041666666666,2,23.5,38.0,1.5,1.6666666666666667,0.14285714285714285,24,16,384,1.5,0.7314287688160799,2,0.8541666666666666,2,28.0,38.0,1.2666666666666666,1.3333333333333333,0.17307692307692307,0,0,0.10898288731920325,0
18419cfa,train,test,0,28,26,728,1.0769230769230769,0.7735480425995342,2,0.8228021978021978,6,21.5,42.0,1.4715007215007214,1.6666666666666667,0.18972895863052783,28,26,728,1.0769230769230769,0.8800543415097066,2,0.7994505494505495,7,20.857142857142858,42.0,1.3422387136672853,1.5714285714285714,0.2225392296718973,0,1,0.10650629891017238,0
18447a8d,train,train,0,13,11,143,1.1818181818181819,1.502187275861561,5,0.0,7,20.428571428571427,98.0,1.1926406926406925,1.5,0.24427480916030533,13,11,143,1.1818181818181819,1.502187275861561,5,0.0,7,20.428571428571427,98.0,1.1926406926406925,1.5,0.21374045801526717,0,0,0.0,0
18447a8d,train,train,1,9,11,99,1.2222222222222223,1.361009271066386,4,0.0,5,19.8,69.0,1.1777777777777776,1.3333333333333333,0.23595505617977527,9,11,99,1.2222222222222223,1.361009271066386,4,0.0,5,19.8,69.0,1.1777777777777776,1.3333333333333333,0.20786516853932585,0,0,0.0,0
18447a8d,train,train,2,17,11,187,1.5454545454545454,1.5720194091266984,6,0.0,9,20.77777777777778,127.0,1.3013468013468015,1.5454545454545454,0.24277456647398843,17,11,187,1.5454545454545454,1.5720194091266984,6,0.0,9,20.77777777777778,127.0,1.3013468013468015,1.5454545454545454,0.2138728323699422,0,0,0.0,0
18447a8d,train,test,0,17,11,187,1.5454545454545454,1.544433189513136,6,0.0,9,20.77777777777778,127.0,1.2828282828282829,1.5454545454545454,0.27167630057803466,17,11,187,1.5454545454545454,1.544433189513136,6,0.0,9,20.77777777777778,127.0,1.2828282828282829,1.5454545454545454,0.22832369942196531,0,0,0.0,0
184a9768,train,train,0,20,22,440,1.1,1.459664756812905,6,0.7022727272727273,17,7.705882352941177,56.0,1.880952380952381,5.0,0.23031026252983294,20,22,440,1.1,1.3253798042106497,5,0.7227272727272728,6,20.333333333333332,56.0,1.8293650793650793,3.0,0.12410501193317422,0,-11,-0.13428495260225537,-1
184a9768,train,train,1,21,23,483,1.0952380952380953,1.728392206052989,7,0.6376811594202898,14,12.5,74.0,1.284580498866213,2.0,0.22125813449023862,21,23,483,1.0952380952380953,1.6397154242442638,6,0.650103519668737,7,24.142857142857142,74.0,1.7120181405895691,3.0,0.14316702819956617,0,-7,-0.08867678180872529,-1
184a9768,train,train,2,20,20,400,1.0,1.2856381032200654,6,0.7025,17,7.0,89.0,1.4019607843137254,4.0,0.21842105263157896,20,20,400,1.0,1.116635034705379,5,0.73,6,18.0,89.0,2.138888888888889,4.0,0.10921052631578948,0,-11,-0.16900306851468638,-1
184a9768,train,test,0,25,26,650,1.04,1.544672124218936,7,0.6707692307692308,20,10.7,101.0,1.7333333333333332,6.0,0.21697357886309046,25,26,650,1.04,1.455760925670156,6,0.683076923076923,10,20.6,101.0,2.5166666666666666,6.0,0.1289031224979984,0,-10,-0.08891119854878005,-1
195ba7dc,train,train,0,5,13,65,2.6,1.3135805060264616,2,0.47692307692307695,5,6.8,15.0,2.1399999999999997,5.0,0.5089285714285714,5,6,30,1.2,0.8812908992306927,1,0.3,2,10.5,20.0,1.1,1.2,0.3469387755102041,-35,-3,-0.4322896067957689,-1
195ba7dc,train,train,1,5,13,65,2.6,1.3076507519256944,2,0.4153846153846154,7,5.428571428571429,13.0,2.0714285714285716,5.0,0.49107142857142855,5,6,30,1.2,0.8366407419411672,1,0.26666666666666666,3,7.333333333333333,16.0,1.4166666666666667,2.0,0.32653061224489793,-35,-4,-0.47101000998452713,-1
195ba7dc,train,train,2,5,13,65,2.6,1.3135805060264616,2,0.4461538461538462,5,7.2,9.0,2.7333333333333334,5.0,0.44642857142857145,5,6,30,1.2,0.783776947484701,1,0.23333333333333334,1,23.0,23.0,1.2,1.2,0.3673469387755102,-35,-4,-0.5298035585417606,-1
195ba7dc,train,train,3,5,13,65,2.6,1.3076507519256944,2,0.5076923076923077,5,6.4,12.0,2.19,5.0,0.5803571428571429,5,6,30,1.2,0.8812908992306927,1,0.3,1,21.0,21.0,1.2,1.2,0.5102040816326531,-35,-4,-0.42635985269500165,-1
195ba7dc,train,test,0,5,13,65,2.6,1.3113589162276895,2,0.49230769230769234,6,5.5,15.0,2.3666666666666667,5.0,0.49107142857142855,5,6,30,1.2,0.8366407419411672,1,0.26666666666666666,2,11.0,19.0,2.1,3.0,0.3469387755102041,-35,-4,-0.4747181742865223,-1
1990f7a8,train,train,0,17,19,323,1.1176470588235294,0.3817816840978222,1,0.9256965944272446,4,6.0,8.0,1.0,1.0,0.10163934426229508,7,7,49,1.0,0.9996995428565171,1,0.5102040816326531,4,6.0,8.0,1.0,1.0,0.5595238095238095,-274,0,0.6179178587586949,0
1990f7a8,train,train,1,23,23,529,1.0,0.2907972076873695,1,0.9489603024574669,4,6.75,9.0,1.0,1.0,0.05928853754940711,7,7,49,1.0,0.992476003943082,1,0.4489795918367347,4,6.75,9.0,1.0,1.0,0.4880952380952381,-480,0,0.7016787962557125,0
1990f7a8,train,train,2,17,16,272,1.0625,0.3653746164228078,1,0.9301470588235294,4,4.75,5.0,1.0,1.0,0.11741682974559686,7,7,49,1.0,0.9633355456726841,1,0.6122448979591837,4,4.75,5.0,1.0,1.0,0.5952380952380952,-223,0,0.5979609292498763,0
1990f7a8,train,test,0,17,17,289,1.0,0.4128185350207254,1,0.916955017301038,4,6.0,7.0,1.0,1.0,0.11397058823529412,7,7,49,1.0,0.9996995428565171,1,0.5102040816326531,4,6.0,7.0,1.0,1.0,0.5357142857142857,-240,0,0.5868810078357917,0
19bb5feb,train,train,0,16,15,240,1.0666666666666667,1.3148012276401442,4,0.4583333333333333,4,32.5,118.0,1.075,1.3,0.155902004454343,2,2,4,1.0,2.0,3,0.25,3,1.0,1.0,1.0,1.0,1.0,-236,-1,0.6851987723598558,-1
19bb5feb,train,train,1,13,15,195,1.1538461538461537,1.1325083197156012,3,0.6717948717948717,3,21.333333333333332,56.0,1.0,1.0,0.13259668508287292,2,2,4,1.0,1.5,2,0.5,2,1.0,1.0,1.0,1.0,1.0,-191,-1,0.3674916802843988,-1
19bb5feb,train,train,2,14,16,224,1.1428571428571428,1.3266308349860445,4,0.5178571428571429,4,27.0,96.0,1.0833333333333333,1.3333333333333333,0.15789473684210525,2,2,4,1.0,2.0,3,0.25,3,1.0,1.0,1.0,1.0,1.0,-220,-1,0.6733691650139555,-1
19bb5feb,train,test,0,14,15,210,1.0714285714285714,1.4613288064454357,5,0.42857142857142855,5,24.0,104.0,1.04,1.2,0.19437340153452684,2,2,4,1.0,2.0,4,0.0,4,1.0,1.0,1.0,1.0,1.0,-206,-1,0.5386711935545643,-1
1a07d186,train,train,0,15,14,210,1.0714285714285714,0.8268796453736461,3,0.8380952380952381,8,4.25,14.0,4.25,14.0,0.2020460358056266,15,14,210,1.0714285714285714,0.7844690859235212,2,0.8428571428571429,2,16.5,17.0,4.666666666666667,4.666666666666667,0.16879795396419436,0,-6,-0.04241055945012495,-1
1a07d186,train,train,1,18,19,342,1.0555555555555556,0.6658155368152404,3,0.8801169590643275,7,5.857142857142857,18.0,5.857142857142857,18.0,0.14219474497681608,18,19,342,1.0555555555555556,0.6375152193547039,2,0.8830409356725146,2,20.0,20.0,9.0,9.0,0.12364760432766615,0,-5,-0.028300317460536517,-1
1a07d186,train,train,2,15,16,240,1.0666666666666667,0.46776980890816394,2,0.9125,6,3.5,16.0,3.5,16.0,0.11581291759465479,15,16,240,1.0666666666666667,0.3992360606879582,1,0.9208333333333333,1,19.0,19.0,5.333333333333333,5.333333333333333,0.08463251670378619,0,-5,-0.06853374822020575,-1
1a07d186,train,test,0,19,26,494,1.368421052631579,0.8277779085422979,4,0.8623481781376519,14,4.857142857142857,19.0,4.857142857142857,19.0,0.1664899257688229,19,26,494,1.368421052631579,0.7615094326166687,3,0.8704453441295547,3,21.333333333333332,22.0,6.333333333333333,6.333333333333333,0.1357370095440085,0,-11,-0.06626847592562923,-1
1a244afd,train,train,0,16,16,256,1.0,0.23187232431271465,3,0.0,9,28.444444444444443,248.0,1.0,1.0,0.06041666666666667,16,16,256,1.0,0.23187232431271465,3,0.0,9,28.444444444444443,248.0,1.0,1.0,0.0625,0,0,0.0,0
1a244afd,train,train,1,10,10,100,1.0,0.38744491915447626,3,0.0,7,14.285714285714286,94.0,1.0,1.0,0.11666666666666667,10,10,100,1.0,0.38744491915447626,3,0.0,7,14.285714285714286,94.0,1.0,1.0,0.12222222222222222,0,0,0.0,0
1a244afd,train,train,2,8,8,64,1.0,0.5426144887230294,3,0.0,7,9.142857142857142,58.0,1.0,1.0,0.16964285714285715,8,8,64,1.0,0.4713933216482484,3,0.0,5,12.8,59.0,1.2,2.0,0.13392857142857142,0,-2,-0.07122116707478104,0
1a244afd,train,test,0,16,16,256,1.0,0.3606723737138347,3,0.0,15,17.066666666666666,242.0,1.0,1.0,0.10416666666666667,16,16,256,1.0,0.3189022058820926,3,0.0,13,19.692307692307693,244.0,1.0,1.0,0.09166666666666666,0,-2,-0.04177016783174209,0
1a2e2828,train,train,0,11,12,132,1.0909090909090908,2.277180939972668,5,0.4090909090909091,11,7.090909090909091,24.0,3.1363636363636362,6.0,0.3983402489626556,1,1,1,1.0,-0.0,1,0.0,1,1.0,1.0,1.0,1.0,0.0,-131,-10,-2.277180939972668,-4
1a2e2828,train,train,1,9,11,99,1.2222222222222223,1.9793661569063774,4,0.48484848484848486,8,6.375,16.0,3.1875,9.0,0.38202247191011235,1,1,1,1.0,-0.0,1,0.0,1,1.0,1.0,1.0,1.0,0.0,-98,-7,-1.9793661569063774,-3
1a2e2828,train,train,2,11,11,121,1.0,2.4908834039476058,5,0.2975206611570248,11,7.7272727272727275,12.0,3.090909090909091,11.0,0.4090909090909091,1,1,1,1.0,-0.0,1,0.0,1,1.0,1.0,1.0,1.0,0.0,-120,-10,-2.4908834039476058,-4
1a2e2828,train,train,3,3,3,9,1.0,1.5304930567574826,2,0.4444444444444444,3,1.6666666666666667,3.0,1.6666666666666667,3.0,0.8333333333333334,1,1,1,1.0,-0.0,1,0.0,1,1.0,1.0,1.0,1.0,0.0,-8,-2,-1.5304930567574826,-1
1a2e2828,train,train,4,8,12,96,1.5,2.020732888922609,4,0.46875,8,6.375,12.0,3.5625,12.0,0.4069767441860465,1,1,1,1.0,-0.0,1,0.0,1,1.0,1.0,1.0,1.0,0.0,-95,-7,-2.020732888922609,-3
1a2e2828,train,test,0,11,13,143,1.1818181818181819,1.8472512724416927,4,0.5594405594405595,8,7.875,12.0,4.125,11.0,0.3282442748091603,1,1,1,1.0,-0.0,1,0.0,1,1.0,1.0,1.0,1.0,0.0,-142,-7,-1.8472512724416927,-3
1a6449f1,train,train,0,21,23,483,1.0952380952380953,2.31914822929835,9,0.5486542443064182,115,1.8956521739130434,41.0,1.106304347826087,3.0,0.5629067245119306,8,10,80,1.25,1.855762468264761,8,0.675,22,1.1818181818181819,3.0,1.1818181818181819,3.0,0.528169014084507,-403,-93,-0.46338576103358875,-1
1a6449f1,train,train,1,19,13,247,1.4615384615384615,2.194087395448004,9,0.5546558704453441,59,1.8644067796610169,32.0,1.0527306967984935,2.0,0.5476190476190477,6,7,42,1.1666666666666667,1.854080808073691,8,0.6666666666666666,14,1.0,1.0,1.0,1.0,0.5492957746478874,-205,-45,-0.3400065873743128,-1
1a6449f1,train,train,2,22,21,462,1.0476190476190477,2.0324307667461166,9,0.6428571428571429,113,1.4601769911504425,24.0,1.0269279393173198,2.0,0.5380249716231555,4,5,20,1.25,1.2917601481809735,4,0.75,5,1.0,1.0,1.0,1.0,0.5161290322580645,-442,-108,-0.740670618565143,-5
1a6449f1,train,test,0,27,25,675,1.08,2.0678430280690536,9,0.6222222222222222,148,1.722972972972973,46.0,1.0514076576576579,2.0,0.5161787365177196,10,10,100,1.0,1.6350199193567603,9,0.74,25,1.04,2.0,1.0,1.0,0.4777777777777778,-575,-123,-0.43282310871229335,0
1acc24af,train,train,0,12,12,144,1.0,1.1133627513859357,2,0.7291666666666666,5,7.8,20.0,2.1666666666666665,4.0,0.29545454545454547,12,12,144,1.0,1.2113298612560768,3,0.7291666666666666,5,7.8,20.0,2.1666666666666665,4.0,0.29545454545454547,0,0,0.09796710987014112,1
1acc24af,train,train,1,12,12,144,1.0,0.9245286667587196,2,0.7986111111111112,4,7.25,16.0,2.0,4.0,0.22727272727272727,12,12,144,1.0,1.0049202731674236,3,0.7986111111111112,4,7.25,16.0,2.0,4.0,0.22727272727272727,0,0,0.08039160640870402,1
1acc24af,train,train,2,12,12,144,1.0,1.0590471394186884,2,0.75,5,7.2,20.0,2.2,4.0,0.2803030303030303,12,12,144,1.0,1.1689026292285214,3,0.75,5,7.2,20.0,2.2,4.0,0.2803030303030303,0,0,0.10985548980983295,1
1acc24af,train,train,3,12,12,144,1.0,0.7752448891879431,2,0.8402777777777778,3,7.666666666666667,16.0,2.6666666666666665,4.0,0.18181818181818182,12,12,144,1.0,0.8231379235784969,3,0.8402777777777778,3,7.666666666666667,16.0,2.6666666666666665,4.0,0.18181818181818182,0,0,0.04789303439055381,1
1acc24af,train,test,0,12,12,144,1.0,1.0590471394186884,2,0.75,5,7.2,20.0,2.3,4.0,0.29545454545454547,12,12,144,1.0,1.1491891532474807,3,0.75,5,7.2,20.0,2.3,4.0,0.29545454545454547,0,0,0.09014201382879228,1
1b2d62fb,train,train,0,5,7,35,1.4,1.4488156357251847,2,0.42857142857142855,5,4.0,8.0,1.9333333333333336,5.0,0.603448275862069,5,3,15,1.6666666666666667,0.9709505944546686,1,0.6,2,3.0,4.0,1.75,2.0,0.5454545454545454,-20,-3,-0.4778650412705161,-1
1b2d62fb,train,train,1,5,7,35,1.4,1.4043112730913891,2,0.3142857142857143,4,6.0,13.0,2.541666666666667,5.0,0.43103448275862066,5,3,15,1.6666666666666667,0.5665095065529053,1,0.8666666666666667,1,2.0,2.0,2.0,2.0,0.13636363636363635,-20,-3,-0.8378017665384838,-1
1b2d62fb,train,train,2,5,7,35,1.4,1.437790870901344,2,0.4857142857142857,3,6.0,7.0,2.777777777777778,5.0,0.6206896551724138,5,3,15,1.6666666666666667,0.9709505944546686,1,0.6,1,6.0,6.0,1.6666666666666667,1.6666666666666667,0.5454545454545454,-20,-2,-0.4668402764466755,-1
1b2d62fb,train,train,3,5,7,35,1.4,1.4043112730913891,2,0.3142857142857143,5,4.8,11.0,1.9333333333333336,5.0,0.5689655172413793,5,3,15,1.6666666666666667,0.5665095065529053,1,0.8666666666666667,1,2.0,2.0,2.0,2.0,0.22727272727272727,-20,-4,-0.8378017665384838,-1
1b2d62fb,train,train,4,5,7,35,1.4,1.4239161452577576,2,0.34285714285714286,5,4.6,11.0,2.2333333333333334,5.0,0.4827586206896552,5,3,15,1.6666666666666667,0.5665095065529053,1,0.8666666666666667,1,2.0,2.0,2.0,2.0,0.22727272727272727,-20,-4,-0.8574066387048522,-1
1b2d62fb,train,test,0,5,7,35,1.4,1.437790870901344,2,0.37142857142857144,4,5.5,11.0,2.166666666666667,5.0,0.5862068965517241,5,3,15,1.6666666666666667,0.8366407419411672,1,0.7333333333333333,4,1.0,1.0,1.0,1.0,0.45454545454545453,-20,0,-0.6011501289601768,-1
1b59e163,train,train,0,18,18,324,1.0,0.387682664779832,5,0.0,11,29.454545454545453,307.0,1.0909090909090908,1.5,0.08660130718954248,18,18,324,1.0,0.3405719583245891,4,0.0,7,46.285714285714285,307.0,1.2142857142857142,1.5,0.07352941176470588,0,-4,-0.0471107064552429,-1
1b59e163,train,train,1,18,18,324,1.0,0.6045858557104279,6,0.0,13,24.923076923076923,292.0,1.0769230769230769,1.6666666666666667,0.14052287581699346,18,18,324,1.0,0.567832694660275,5,0.0,9,36.0,289.0,1.1111111111111112,1.6666666666666667,0.12745098039215685,0,-4,-0.036753161050152916,-1
1b59e163,train,test,0,18,18,324,1.0,0.5938049687664431,7,0.0,15,21.6,298.0,1.0555555555555556,1.5,0.13562091503267973,18,18,324,1.0,0.7199743585773688,6,0.0,11,29.454545454545453,286.0,1.1590909090909092,2.25,0.15849673202614378,0,-4,0.12616938981092574,-1
1b60fb0c,train,train,0,10,10,100,1.0,0.9506720926870659,1,0.63,1,37.0,37.0,1.2857142857142858,1.2857142857142858,0.23333333333333334,10,10,100,1.0,1.3932260200000117,2,0.51,2,24.5,37.0,1.2678571428571428,1.2857142857142858,0.3277777777777778,0,1,0.44255392731294585,1
1b60fb0c,train,train,1,10,10,100,1.0,0.7601675029619657,1,0.78,1,22.0,22.0,1.3333333333333333,1.3333333333333333,0.2111111111111111,10,10,100,1.0,1.065337482592785,2,0.72,2,14.0,22.0,1.1666666666666665,1.3333333333333333,0.2722222222222222,0,1,0.3051699796308194,1
1b60fb0c,train,train,2,10,10,100,1.0,0.8931734583778568,1,0.69,1,31.0,31.0,1.2857142857142858,1.2857142857142858,0.3,10,10,100,1.0,1.3051031249425709,2,0.59,2,20.5,31.0,1.2678571428571428,1.2857142857142858,0.4166666666666667,0,1,0.4119296665647141,1
1b60fb0c,train,test,0,10,10,100,1.0,0.8931734583778568,1,0.69,1,31.0,31.0,1.25,1.25,0.29444444444444445,10,10,100,1.0,1.2786277260598742,2,0.6,2,20.0,31.0,1.25,1.25,0.38333333333333336,0,1,0.3854542676820174,1
1b8318e3,train,train,0,15,15,225,1.0,0.8024735981818988,8,0.8755555555555555,16,1.75,4.0,1.0,1.0,0.18095238095238095,15,15,225,1.0,0.8024735981818988,8,0.8755555555555555,16,1.75,4.0,1.0,1.0,0.16428571428571428,0,0,0.0,0
1b8318e3,train,train,1,10,10,100,1.0,1.05838218735164,7,0.81,10,1.9,4.0,1.0,1.0,0.2833333333333333,10,10,100,1.0,1.05838218735164,7,0.81,10,1.9,4.0,1.0,1.0,0.24444444444444444,0,0,0.0,0
1b8318e3,train,train,2,15,15,225,1.0,0.6825712824886436,5,0.8711111111111111,11,2.6363636363636362,4.0,1.0,1.0,0.15476190476190477,15,15,225,1.0,0.6825712824886436,5,0.8711111111111111,11,2.6363636363636362,4.0,1.0,1.0,0.14761904761904762,0,0,0.0,0
1b8318e3,train,test,0,15,15,225,1.0,0.7785736741311347,8,0.8711111111111111,14,2.0714285714285716,4.0,1.0,1.0,0.16904761904761906,15,15,225,1.0,0.7785736741311347,8,0.8711111111111111,14,2.0714285714285716,4.0,1.0,1.0,0.1595238095238095,0,0,0.0,0
1be83260,train,train,0,27,15,405,1.8,1.09527761798244,4,0.5432098765432098,11,16.818181818181817,30.0,1.218181818181818,1.4,0.34375,23,11,253,2.090909090909091,1.877289449630479,4,0.0,31,8.161290322580646,78.0,1.099706744868035,2.090909090909091,0.3495762711864407,-152,20,0.7820118316480391,0
1be83260,train,train,1,17,19,323,1.1176470588235294,0.9314226354689129,4,0.718266253869969,7,13.0,22.0,1.0,1.0,0.2098360655737705,11,11,121,1.0,1.8585552118703144,4,0.0,13,9.307692307692308,46.0,1.0,1.0,0.3,-202,6,0.9271325764014015,0
1be83260,train,test,0,16,25,400,1.5625,1.0831684458347757,4,0.525,10,19.0,31.0,1.24,1.4,0.31620553359683795,11,23,253,2.090909090909091,1.7348961105141827,4,0.0,21,12.047619047619047,113.0,1.1281385281385279,2.090909090909091,0.2478813559322034,-147,11,0.651727664679407,0
1be83260,train,test,1,27,27,729,1.0,1.0591545940851583,5,0.4499314128943759,14,28.642857142857142,44.0,1.0,1.0,0.3076923076923077,23,23,529,1.0,1.7787741357006852,5,0.0,31,17.06451612903226,284.0,1.0,1.0,0.18873517786561264,-200,17,0.7196195416155269,0
1bfc4729,train,train,0,10,10,100,1.0,0.16144054254182066,2,0.98,2,1.0,1.0,1.0,1.0,0.044444444444444446,10,10,100,1.0,1.5188455359952018,2,0.48,2,26.0,26.0,2.0,2.0,0.34444444444444444,0,0,1.3574049934533812,0
1bfc4729,train,train,1,10,10,100,1.0,0.16144054254182066,2,0.98,2,1.0,1.0,1.0,1.0,0.044444444444444446,10,10,100,1.0,1.5188455359952018,2,0.48,2,26.0,26.0,2.0,2.0,0.34444444444444444,0,0,1.3574049934533812,0
1bfc4729,train,test,0,10,10,100,1.0,0.16144054254182066,2,0.98,2,1.0,1.0,1.0,1.0,0.044444444444444446,10,10,100,1.0,1.5188455359952018,2,0.48,2,26.0,26.0,2.0,2.0,0.34444444444444444,0,0,1.3574049934533812,0
1c02dbbe,train,train,0,15,15,225,1.0,1.1720980453706162,3,0.4444444444444444,7,17.857142857142858,119.0,1.0,1.0,0.14285714285714285,15,15,225,1.0,1.8191623921804645,3,0.4622222222222222,4,30.25,36.0,1.2125,1.4,0.15714285714285714,0,-3,0.6470643468098483,0
1c02dbbe,train,train,1,15,15,225,1.0,1.0804901821202757,2,0.5466666666666666,4,25.5,99.0,1.0,1.0,0.11428571428571428,15,15,225,1.0,1.4272777909642904,2,0.5555555555555556,2,50.0,58.0,1.0833333333333335,1.1666666666666667,0.1261904761904762,0,-2,0.3467876088440147,0
1c02dbbe,train,train,2,15,15,225,1.0,1.141720579577211,4,0.28,10,16.2,153.0,1.0083333333333333,1.0833333333333333,0.16666666666666666,15,15,225,1.0,2.082552521155804,4,0.30666666666666664,4,39.0,84.0,1.3958333333333333,1.75,0.19047619047619047,0,-6,0.9408319415785931,0
1c02dbbe,train,test,0,15,15,225,1.0,1.1358215672444638,5,0.21333333333333335,13,13.615384615384615,165.0,1.0,1.0,0.18095238095238095,15,15,225,1.0,2.482166770296592,5,0.24888888888888888,5,33.8,56.0,1.6300000000000001,2.0,0.22857142857142856,0,-8,1.3463452030521283,0
1c0d0a4b,train,train,0,9,13,117,1.4444444444444444,0.8694928443329233,1,0.7094017094017094,7,4.857142857142857,7.0,1.5714285714285714,3.0,0.4528301886792453,9,13,117,1.4444444444444444,0.6598509794988008,1,0.8290598290598291,8,2.5,4.0,1.3125,3.0,0.330188679245283,0,1,-0.2096418648341225,0
1c0d0a4b,train,train,1,5,13,65,2.6,0.8290590693996658,1,0.7384615384615385,3,5.666666666666667,7.0,1.0,1.0,0.375,5,13,65,2.6,0.6193821946787638,1,0.8461538461538461,4,2.5,4.0,1.875,2.0,0.26785714285714285,0,1,-0.20967687472090202,0
1c0d0a4b,train,train,2,9,9,81,1.0,0.8063495153650777,1,0.7530864197530864,5,4.0,6.0,1.4,3.0,0.3888888888888889,9,9,81,1.0,0.7169622516889513,1,0.8024691358024691,7,2.2857142857142856,5.0,1.3571428571428572,2.0,0.3611111111111111,0,2,-0.08938726367612637,0
1c0d0a4b,train,test,0,13,13,169,1.0,0.8834500145943527,1,0.6982248520710059,9,5.666666666666667,7.0,1.0,1.0,0.41025641025641024,13,13,169,1.0,0.6746100458867814,1,0.8224852071005917,15,2.0,5.0,1.3333333333333333,2.0,0.3269230769230769,0,6,-0.20883996870757127,0
1c56ad9f,train,train,0,15,15,225,1.0,0.809512300697415,1,0.7511111111111111,1,56.0,56.0,1.25,1.25,0.2,15,15,225,1.0,0.809512300697415,1,0.7511111111111111,1,56.0,56.0,1.0,1.0,0.2714285714285714,0,0,0.0,0
1c56ad9f,train,train,1,15,14,210,1.0714285714285714,0.5916727785823275,1,0.8571428571428571,1,30.0,30.0,1.8333333333333333,1.8333333333333333,0.1534526854219949,15,14,210,1.0714285714285714,0.5916727785823275,1,0.8571428571428571,1,30.0,30.0,1.375,1.375,0.24552429667519182,0,0,0.0,0
1c56ad9f,train,train,2,15,15,225,1.0,0.6751914401458716,1,0.8222222222222222,1,40.0,40.0,2.4,2.4,0.18571428571428572,15,15,225,1.0,0.6751914401458716,1,0.8222222222222222,1,40.0,40.0,1.7142857142857142,1.7142857142857142,0.3238095238095238,0,0,0.0,0
1c56ad9f,train,train,3,13,14,182,1.0769230769230769,0.74959525725948,1,0.7857142857142857,1,39.0,39.0,1.2857142857142858,1.2857142857142858,0.21364985163204747,13,14,182,1.0769230769230769,0.74959525725948,1,0.7857142857142857,1,39.0,39.0,1.5714285714285714,1.5714285714285714,0.27299703264094954,0,0,0.0,0
1c56ad9f,train,test,0,15,15,225,1.0,0.7393535168131804,1,0.7911111111111111,1,47.0,47.0,1.8571428571428572,1.8571428571428572,0.21904761904761905,15,15,225,1.0,0.7393535168131804,1,0.7911111111111111,1,47.0,47.0,1.4444444444444444,1.4444444444444444,0.37142857142857144,0,0,0.0,0
1c786137,train,train,0,13,16,208,1.2307692307692308,2.149772781288809,4,0.3557692307692308,48,2.7916666666666665,20.0,1.3173611111111112,2.5,0.6976744186046512,5,3,15,1.6666666666666667,1.9898980954642873,3,0.26666666666666666,8,1.375,3.0,1.125,2.0,0.7727272727272727,-193,-40,-0.1598746858245219,-1
1c786137,train,train,1,23,21,483,1.0952380952380953,2.4083818290558185,5,0.2546583850931677,139,2.5899280575539567,32.0,1.3422062350119903,4.0,0.7678958785249458,6,8,48,1.3333333333333333,2.077368167875317,4,0.3333333333333333,13,2.4615384615384617,11.0,1.323076923076923,2.0,0.6951219512195121,-435,-126,-0.33101366118050146,-1
1c786137,train,train,2,17,18,306,1.0588235294117647,2.219707252081956,4,0.34967320261437906,77,2.5844155844155843,40.0,1.3987012987012988,4.0,0.7019064124783362,8,10,80,1.25,1.942835714654167,3,0.3375,18,2.9444444444444446,9.0,1.5277777777777777,4.0,0.7394366197183099,-226,-59,-0.2768715374277888,-1
