task_id,subset,pair_type,pair_idx,grid_type,4_SameColor_count,4_SameColor_mean_size,4_SameColor_max_size,4_SameColor_mean_elong,4_SameColor_max_elong,4_NonBG_count,4_NonBG_mean_size,4_NonBG_max_size,4_NonBG_mean_elong,4_NonBG_max_elong,8_SameColor_count,8_SameColor_mean_size,8_SameColor_max_size,8_SameColor_mean_elong,8_SameColor_max_elong,8_NonBG_count,8_NonBG_mean_size,8_NonBG_max_size,8_NonBG_mean_elong,8_NonBG_max_elong,color_diversity,border_touching_ratio
14754a24,Training,test,0,output,11,12.454545454545455,40.0,1.4,2.0,9,20.666666666666668,60.0,1.467989417989418,2.0,4,43.25,160.0,1.125,1.5,1,206.0,206.0,1.0,1.0,2.0,0.75
1478ab18,Training,train,0,input,1,60.0,60.0,1.0,1.0,1,64.0,64.0,1.0,1.0,1,60.0,60.0,1.0,1.0,1,64.0,64.0,1.0,1.0,1.0,1.0
1478ab18,Training,train,0,output,2,30.0,53.0,1.0,1.0,1,64.0,64.0,1.0,1.0,2,30.0,53.0,1.0,1.0,1,64.0,64.0,1.0,1.0,2.0,1.0
1478ab18,Training,train,1,input,1,60.0,60.0,1.0,1.0,1,64.0,64.0,1.0,1.0,1,60.0,60.0,1.0,1.0,1,64.0,64.0,1.0,1.0,1.0,1.0
1478ab18,Training,train,1,output,3,19.333333333333332,42.0,1.0,1.0,1,64.0,64.0,1.0,1.0,2,30.0,47.0,1.0,1.0,1,64.0,64.0,1.0,1.0,2.0,0.5
1478ab18,Training,train,2,input,1,60.0,60.0,1.0,1.0,1,64.0,64.0,1.0,1.0,1,60.0,60.0,1.0,1.0,1,64.0,64.0,1.0,1.0,1.0,1.0
1478ab18,Training,train,2,output,3,18.666666666666668,27.0,1.0,1.0,1,64.0,64.0,1.0,1.0,2,30.0,41.0,1.0,1.0,1,64.0,64.0,1.0,1.0,2.0,1.0
1478ab18,Training,test,0,input,1,60.0,60.0,1.0,1.0,1,64.0,64.0,1.0,1.0,1,60.0,60.0,1.0,1.0,1,64.0,64.0,1.0,1.0,1.0,1.0
1478ab18,Training,test,0,output,3,19.0,35.0,1.0,1.0,1,64.0,64.0,1.0,1.0,2,30.0,44.0,1.0,1.0,1,64.0,64.0,1.0,1.0,2.0,1.0
14b8e18c,Training,train,0,input,4,24.0,72.0,1.25,2.0,1,100.0,100.0,1.0,1.0,4,24.0,72.0,1.25,2.0,1,100.0,100.0,1.0,1.0,2.0,0.25
14b8e18c,Training,train,0,output,4,20.75,59.0,1.25,2.0,1,100.0,100.0,1.0,1.0,4,20.75,59.0,1.25,2.0,1,100.0,100.0,1.0,1.0,2.0,0.25
14b8e18c,Training,train,1,input,2,46.5,85.0,1.0,1.0,1,100.0,100.0,1.0,1.0,2,46.5,85.0,1.0,1.0,1,100.0,100.0,1.0,1.0,2.0,0.5
14b8e18c,Training,train,1,output,2,42.5,77.0,1.0,1.0,1,100.0,100.0,1.0,1.0,2,42.5,77.0,1.0,1.0,1,100.0,100.0,1.0,1.0,2.0,0.5
14b8e18c,Training,train,2,input,4,25.0,36.0,1.0,1.0,1,100.0,100.0,1.0,1.0,4,25.0,36.0,1.0,1.0,1,100.0,100.0,1.0,1.0,2.0,0.25
14b8e18c,Training,train,2,output,7,11.428571428571429,28.0,3.857142857142857,6.0,1,100.0,100.0,1.0,1.0,8,11.0,28.0,3.5,6.0,1,100.0,100.0,1.0,1.0,3.0,0.5
14b8e18c,Training,test,0,input,6,16.333333333333332,66.0,2.1666666666666665,8.0,1,100.0,100.0,1.0,1.0,6,16.333333333333332,66.0,2.1666666666666665,8.0,1,100.0,100.0,1.0,1.0,2.0,0.3333333333333333
14b8e18c,Training,test,0,output,6,7.833333333333333,15.0,2.8333333333333335,8.0,1,100.0,100.0,1.0,1.0,8,10.25,28.0,2.375,8.0,1,100.0,100.0,1.0,1.0,3.0,0.375
150deff5,Training,train,0,input,1,21.0,21.0,1.0,1.0,1,21.0,21.0,1.0,1.0,1,21.0,21.0,1.0,1.0,1,21.0,21.0,1.0,1.0,1.0,0.0
150deff5,Training,train,0,output,3,4.0,4.0,1.0,1.0,1,21.0,21.0,1.0,1.0,4,4.5,6.0,1.5,3.0,1,21.0,21.0,1.0,1.0,2.0,0.0
150deff5,Training,train,1,input,1,21.0,21.0,1.0,1.0,1,21.0,21.0,1.0,1.0,1,21.0,21.0,1.0,1.0,1,21.0,21.0,1.0,1.0,1.0,0.0
150deff5,Training,train,1,output,2,6.0,8.0,1.1666666666666665,1.3333333333333333,1,21.0,21.0,1.0,1.0,2,9.0,12.0,1.1,1.2,1,21.0,21.0,1.0,1.0,2.0,0.0
150deff5,Training,train,2,input,2,7.0,7.0,1.75,2.5,2,7.0,7.0,1.75,2.5,1,14.0,14.0,1.0,1.0,1,14.0,14.0,1.0,1.0,1.0,0.0
150deff5,Training,train,2,output,2,4.0,4.0,1.0,1.0,2,7.0,7.0,1.75,2.5,2,4.0,4.0,1.0,1.0,1,14.0,14.0,1.0,1.0,1.0,0.0
150deff5,Training,test,0,input,1,24.0,24.0,1.0,1.0,1,24.0,24.0,1.0,1.0,1,24.0,24.0,1.0,1.0,1,24.0,24.0,1.0,1.0,1.0,1.0
150deff5,Training,test,0,output,4,4.5,6.0,1.0833333333333333,1.3333333333333333,1,24.0,24.0,1.0,1.0,3,7.0,9.0,1.0,1.0,1,24.0,24.0,1.0,1.0,2.0,0.6666666666666666
15113be4,Training,train,0,input,11,23.90909090909091,205.0,1.2272727272727273,1.5,1,333.0,333.0,1.0,1.0,14,20.142857142857142,205.0,1.1071428571428572,1.5,1,336.0,336.0,1.0,1.0,3.0,0.5
15113be4,Training,train,0,output,8,30.75,205.0,1.1875,1.5,1,333.0,333.0,1.0,1.0,14,19.642857142857142,205.0,1.1071428571428572,1.5,1,336.0,336.0,1.0,1.0,3.0,0.5
15113be4,Training,train,1,input,12,21.333333333333332,205.0,1.2083333333333333,1.5,2,152.5,301.0,1.0,1.0,13,20.846153846153847,205.0,1.1923076923076923,1.5,1,309.0,309.0,1.0,1.0,3.0,0.5384615384615384
15113be4,Training,train,1,output,11,22.636363636363637,205.0,1.2272727272727273,1.5,2,152.5,301.0,1.0,1.0,13,20.615384615384617,205.0,1.2307692307692308,1.5,1,309.0,309.0,1.0,1.0,3.0,0.5384615384615384
15113be4,Training,train,2,input,19,15.473684210526315,205.0,1.1842105263157894,1.5,2,178.5,353.0,1.0,1.0,24,13.666666666666666,205.0,1.1041666666666667,1.5,1,359.0,359.0,1.0,1.0,3.0,0.4583333333333333
15113be4,Training,train,2,output,16,17.375,205.0,1.1875,1.5,2,178.5,353.0,1.0,1.0,21,14.80952380952381,205.0,1.119047619047619,1.5,1,359.0,359.0,1.0,1.0,3.0,0.47619047619047616
15113be4,Training,test,0,input,12,23.166666666666668,205.0,1.2083333333333333,1.5,1,343.0,343.0,1.0,1.0,13,21.923076923076923,205.0,1.0769230769230769,1.5,1,346.0,346.0,1.0,1.0,3.0,0.5384615384615384
15113be4,Training,test,0,output,12,22.833333333333332,205.0,1.2083333333333333,1.5,1,343.0,343.0,1.0,1.0,13,21.615384615384617,205.0,1.0769230769230769,1.5,1,346.0,346.0,1.0,1.0,3.0,0.5384615384615384
15660dd6,Training,train,0,input,23,14.782608695652174,121.0,1.434782608695652,5.0,1,356.0,356.0,1.0,1.0,23,14.782608695652174,121.0,1.434782608695652,5.0,1,356.0,356.0,1.0,1.0,8.0,0.13043478260869565
15660dd6,Training,train,0,output,9,8.555555555555555,16.0,2.0,5.0,1,85.0,85.0,3.4,3.4,9,8.555555555555555,16.0,2.0,5.0,1,85.0,85.0,3.4,3.4,6.0,0.5555555555555556
15660dd6,Training,train,1,input,33,18.363636363636363,188.0,1.3732782369146006,6.0,1,632.0,632.0,1.3181818181818181,1.3181818181818181,33,18.363636363636363,188.0,1.3732782369146006,6.0,1,632.0,632.0,1.3181818181818181,1.3181818181818181,9.0,0.09090909090909091
15660dd6,Training,train,1,output,12,9.083333333333334,20.0,2.3333333333333335,6.0,3,40.666666666666664,90.0,1.5,2.5,12,9.083333333333334,20.0,2.3333333333333335,6.0,3,40.666666666666664,90.0,1.5,2.5,6.0,0.4166666666666667
15660dd6,Training,test,0,input,35,17.257142857142856,163.0,1.4,7.0,1,618.0,618.0,1.0,1.0,31,19.483870967741936,163.0,1.4516129032258065,7.0,1,618.0,618.0,1.0,1.0,8.0,0.0967741935483871
15660dd6,Training,test,0,output,14,9.285714285714286,24.0,1.9285714285714286,7.0,3,45.666666666666664,56.0,1.0952380952380951,1.1428571428571428,12,10.833333333333334,24.0,2.0833333333333335,7.0,3,45.666666666666664,56.0,1.0952380952380951,1.1428571428571428,6.0,0.3333333333333333
15663ba9,Training,train,0,input,3,18.0,24.0,1.1111111111111112,1.1666666666666667,3,18.0,24.0,1.1111111111111112,1.1666666666666667,3,18.0,24.0,1.1111111111111112,1.1666666666666667,3,18.0,24.0,1.1111111111111112,1.1666666666666667,1.0,0.6666666666666666
15663ba9,Training,train,0,output,1,5.0,5.0,5.0,5.0,3,18.0,24.0,1.1111111111111112,1.1666666666666667,4,7.25,11.0,1.225,1.4,3,18.0,24.0,1.1111111111111112,1.1666666666666667,1.0,0.5
15663ba9,Training,train,1,input,2,22.0,26.0,1.1714285714285713,1.2,2,22.0,26.0,1.1714285714285713,1.2,2,22.0,26.0,1.1714285714285713,1.2,2,22.0,26.0,1.1714285714285713,1.2,1.0,0.0
15663ba9,Training,train,1,output,1,4.0,4.0,4.0,4.0,2,22.0,26.0,1.1714285714285713,1.2,4,6.5,9.0,1.4166666666666665,2.0,2,22.0,26.0,1.1714285714285713,1.2,1.0,0.0
15663ba9,Training,train,2,input,2,29.0,32.0,1.7714285714285714,2.4,2,29.0,32.0,1.7714285714285714,2.4,2,29.0,32.0,1.7714285714285714,2.4,2,29.0,32.0,1.7714285714285714,2.4,1.0,0.0
15663ba9,Training,train,2,output,3,4.666666666666667,6.0,4.666666666666667,6.0,2,29.0,32.0,1.7714285714285714,2.4,3,9.0,11.0,2.077777777777778,2.5,2,29.0,32.0,1.7714285714285714,2.4,1.0,0.0
15663ba9,Training,test,0,input,3,25.333333333333332,42.0,1.3037037037037038,1.8,3,25.333333333333332,42.0,1.3037037037037038,1.8,3,25.333333333333332,42.0,1.3037037037037038,1.8,3,25.333333333333332,42.0,1.3037037037037038,1.8,1.0,0.3333333333333333
15663ba9,Training,test,0,output,1,7.0,7.0,7.0,7.0,3,25.333333333333332,42.0,1.3037037037037038,1.8,4,9.5,18.0,1.7416666666666665,2.6666666666666665,3,25.333333333333332,42.0,1.3037037037037038,1.8,1.0,0.25
15696249,Training,train,0,input,1,4.0,4.0,1.5,1.5,1,9.0,9.0,1.0,1.0,1,4.0,4.0,1.5,1.5,1,9.0,9.0,1.0,1.0,1.0,1.0
15696249,Training,train,0,output,4,5.25,9.0,3.375,9.0,1,27.0,27.0,3.0,3.0,2,10.5,12.0,6.75,9.0,1,27.0,27.0,3.0,3.0,2.0,1.0
15696249,Training,train,1,input,0,0.0,0.0,1.0,1.0,1,9.0,9.0,1.0,1.0,0,0.0,0.0,1.0,1.0,1,9.0,9.0,1.0,1.0,0.0,0.0
15696249,Training,train,1,output,1,9.0,9.0,9.0,9.0,1,27.0,27.0,3.0,3.0,3,9.0,9.0,6.0,9.0,1,27.0,27.0,3.0,3.0,3.0,1.0
15696249,Training,train,2,input,0,0.0,0.0,1.0,1.0,1,9.0,9.0,1.0,1.0,0,0.0,0.0,1.0,1.0,1,9.0,9.0,1.0,1.0,0.0,0.0
15696249,Training,train,2,output,1,9.0,9.0,9.0,9.0,1,27.0,27.0,3.0,3.0,3,9.0,9.0,6.0,9.0,1,27.0,27.0,3.0,3.0,3.0,1.0
15696249,Training,train,3,input,0,0.0,0.0,1.0,1.0,1,9.0,9.0,1.0,1.0,0,0.0,0.0,1.0,1.0,1,9.0,9.0,1.0,1.0,0.0,0.0
15696249,Training,train,3,output,1,9.0,9.0,9.0,9.0,1,27.0,27.0,3.0,3.0,1,9.0,9.0,9.0,9.0,1,27.0,27.0,3.0,3.0,1.0,1.0
15696249,Training,test,0,input,1,4.0,4.0,1.0,1.0,1,9.0,9.0,1.0,1.0,1,4.0,4.0,1.0,1.0,1,9.0,9.0,1.0,1.0,1.0,1.0
15696249,Training,test,0,output,4,5.25,9.0,3.0,9.0,1,27.0,27.0,3.0,3.0,4,5.25,9.0,3.0,9.0,1,27.0,27.0,3.0,3.0,2.0,0.5
17829a00,Training,train,0,input,6,39.666666666666664,189.0,6.079365079365079,16.0,1,256.0,256.0,1.0,1.0,7,34.857142857142854,190.0,5.401360544217687,16.0,1,256.0,256.0,1.0,1.0,3.0,0.5714285714285714
17829a00,Training,train,0,output,3,82.66666666666667,184.0,2.3365079365079366,3.2,1,256.0,256.0,1.0,1.0,3,85.0,187.0,2.3365079365079366,3.2,1,256.0,256.0,1.0,1.0,3.0,1.0
17829a00,Training,train,1,input,5,48.8,204.0,7.2285714285714295,16.0,1,256.0,256.0,1.0,1.0,5,48.8,204.0,7.2285714285714295,16.0,1,256.0,256.0,1.0,1.0,3.0,0.6
17829a00,Training,train,1,output,3,83.33333333333333,202.0,3.9365079365079363,5.333333333333333,1,256.0,256.0,1.0,1.0,3,85.33333333333333,204.0,3.4920634920634916,5.333333333333333,1,256.0,256.0,1.0,1.0,3.0,1.0
17829a00,Training,test,0,input,3,78.0,202.0,11.04761904761905,16.0,1,256.0,256.0,1.0,1.0,5,49.0,202.0,7.328571428571429,16.0,1,256.0,256.0,1.0,1.0,3.0,0.6
17829a00,Training,test,0,output,3,81.0,199.0,3.4920634920634916,5.333333333333333,1,256.0,256.0,1.0,1.0,3,85.33333333333333,202.0,3.225396825396825,5.333333333333333,1,256.0,256.0,1.0,1.0,3.0,1.0
178fcbfb,Training,train,0,input,0,0.0,0.0,1.0,1.0,0,0.0,0.0,1.0,1.0,0,0.0,0.0,1.0,1.0,0,0.0,0.0,1.0,1.0,0.0,0.0
178fcbfb,Training,train,0,output,3,8.0,8.0,8.0,8.0,1,31.0,31.0,1.25,1.25,3,8.0,8.0,8.0,8.0,1,31.0,31.0,1.25,1.25,2.0,1.0
178fcbfb,Training,train,1,input,0,0.0,0.0,1.0,1.0,0,0.0,0.0,1.0,1.0,0,0.0,0.0,1.0,1.0,0,0.0,0.0,1.0,1.0,0.0,0.0
178fcbfb,Training,train,1,output,3,7.333333333333333,9.0,7.333333333333333,9.0,1,25.0,25.0,1.0,1.0,3,7.333333333333333,9.0,7.333333333333333,9.0,1,25.0,25.0,1.0,1.0,3.0,1.0
178fcbfb,Training,train,2,input,0,0.0,0.0,1.0,1.0,0,0.0,0.0,1.0,1.0,0,0.0,0.0,1.0,1.0,0,0.0,0.0,1.0,1.0,0.0,0.0
178fcbfb,Training,train,2,output,3,11.0,11.0,11.0,11.0,1,47.0,47.0,1.1,1.1,3,11.0,11.0,11.0,11.0,1,47.0,47.0,1.1,1.1,2.0,1.0
178fcbfb,Training,test,0,input,0,0.0,0.0,1.0,1.0,0,0.0,0.0,1.0,1.0,0,0.0,0.0,1.0,1.0,0,0.0,0.0,1.0,1.0,0.0,0.0
178fcbfb,Training,test,0,output,4,11.0,11.0,11.0,11.0,1,60.0,60.0,1.0909090909090908,1.0909090909090908,4,11.0,11.0,11.0,11.0,1,60.0,60.0,1.0909090909090908,1.0909090909090908,2.0,1.0
17b80ad2,Training,train,0,input,0,0.0,0.0,1.0,1.0,0,0.0,0.0,1.0,1.0,0,0.0,0.0,1.0,1.0,0,0.0,0.0,1.0,1.0,0.0,0.0
17b80ad2,Training,train,0,output,4,4.25,5.0,4.25,5.0,2,12.0,12.0,12.0,12.0,4,4.25,5.0,4.25,5.0,2,12.0,12.0,12.0,12.0,4.0,0.75
17b80ad2,Training,train,1,input,0,0.0,0.0,1.0,1.0,0,0.0,0.0,1.0,1.0,0,0.0,0.0,1.0,1.0,0,0.0,0.0,1.0,1.0,0.0,0.0
17b80ad2,Training,train,1,output,3,7.0,10.0,5.166666666666667,7.0,2,14.5,15.0,5.416666666666666,6.5,3,7.0,10.0,5.166666666666667,7.0,2,15.0,15.0,4.333333333333333,4.333333333333333,3.0,0.3333333333333333
17b80ad2,Training,train,2,input,0,0.0,0.0,1.0,1.0,0,0.0,0.0,1.0,1.0,0,0.0,0.0,1.0,1.0,0,0.0,0.0,1.0,1.0,0.0,0.0
17b80ad2,Training,train,2,output,1,4.0,4.0,4.0,4.0,1,7.0,7.0,7.0,7.0,1,4.0,4.0,4.0,4.0,1,7.0,7.0,7.0,7.0,1.0,1.0
17b80ad2,Training,train,3,input,0,0.0,0.0,1.0,1.0,0,0.0,0.0,1.0,1.0,0,0.0,0.0,1.0,1.0,1,4.0,4.0,1.3333333333333333,1.3333333333333333,0.0,0.0
17b80ad2,Training,train,3,output,4,10.0,15.0,7.875,11.0,3,19.333333333333332,21.0,8.5,8.5,4,10.0,15.0,7.875,11.0,3,19.666666666666668,22.0,7.555555555555556,8.5,4.0,0.25
17b80ad2,Training,test,0,input,0,0.0,0.0,1.0,1.0,1,4.0,4.0,1.5,1.5,0,0.0,0.0,1.0,1.0,4,5.75,8.0,1.625,2.0,0.0,0.0
17b80ad2,Training,test,0,output,6,6.666666666666667,10.0,6.666666666666667,10.0,2,35.5,46.0,3.1166666666666667,3.4,6,6.833333333333333,10.0,6.166666666666667,10.0,2,39.5,75.0,1.7727272727272727,2.0,5.0,0.5
17b866bd,Training,train,0,input,1,173.0,173.0,1.3125,1.3125,1,174.0,174.0,1.3125,1.3125,1,173.0,173.0,1.3125,1.3125,1,174.0,174.0,1.3125,1.3125,1.0,1.0
17b866bd,Training,train,0,output,2,98.0,184.0,1.15625,1.3125,1,196.0,196.0,1.3125,1.3125,2,98.0,184.0,1.15625,1.3125,1,196.0,196.0,1.3125,1.3125,2.0,0.5
17b866bd,Training,train,1,input,1,132.0,132.0,1.0,1.0,1,135.0,135.0,1.0,1.0,1,132.0,132.0,1.0,1.0,1,135.0,135.0,1.0,1.0,1.0,1.0
17b866bd,Training,train,1,output,4,42.0,132.0,1.0,1.0,1,168.0,168.0,1.0,1.0,4,42.0,132.0,1.0,1.0,1,168.0,168.0,1.0,1.0,4.0,0.25
17b866bd,Training,test,0,input,1,180.0,180.0,1.3125,1.3125,1,181.0,181.0,1.3125,1.3125,1,180.0,180.0,1.3125,1.3125,1,181.0,181.0,1.3125,1.3125,1.0,1.0
17b866bd,Training,test,0,output,2,140.0,268.0,1.15625,1.3125,1,280.0,280.0,1.3125,1.3125,2,140.0,268.0,1.15625,1.3125,1,280.0,280.0,1.3125,1.3125,2.0,0.5
17b866bd,Training,test,1,input,1,132.0,132.0,1.0,1.0,1,140.0,140.0,1.0,1.0,1,132.0,132.0,1.0,1.0,1,140.0,140.0,1.0,1.0,1.0,1.0
17b866bd,Training,test,1,output,9,25.333333333333332,132.0,1.0,1.0,1,228.0,228.0,1.0,1.0,9,25.333333333333332,132.0,1.0,1.0,1,228.0,228.0,1.0,1.0,3.0,0.1111111111111111
17cae0c1,Training,train,0,input,1,14.0,14.0,3.0,3.0,1,14.0,14.0,3.0,3.0,1,14.0,14.0,3.0,3.0,1,14.0,14.0,3.0,3.0,1.0,1.0
17cae0c1,Training,train,0,output,3,9.0,9.0,1.0,1.0,1,27.0,27.0,3.0,3.0,3,9.0,9.0,1.0,1.0,1,27.0,27.0,3.0,3.0,3.0,1.0
17cae0c1,Training,train,1,input,0,0.0,0.0,1.0,1.0,0,0.0,0.0,1.0,1.0,0,0.0,0.0,1.0,1.0,0,0.0,0.0,1.0,1.0,0.0,0.0
17cae0c1,Training,train,1,output,3,9.0,9.0,1.0,1.0,1,27.0,27.0,3.0,3.0,3,9.0,9.0,1.0,1.0,1,27.0,27.0,3.0,3.0,3.0,1.0
17cae0c1,Training,train,2,input,1,11.0,11.0,2.0,2.0,1,11.0,11.0,2.0,2.0,1,11.0,11.0,2.0,2.0,1,11.0,11.0,2.0,2.0,1.0,1.0
17cae0c1,Training,train,2,output,3,9.0,9.0,1.0,1.0,1,27.0,27.0,3.0,3.0,3,9.0,9.0,1.0,1.0,1,27.0,27.0,3.0,3.0,3.0,1.0
17cae0c1,Training,train,3,input,1,8.0,8.0,1.0,1.0,1,8.0,8.0,1.0,1.0,1,8.0,8.0,1.0,1.0,1,8.0,8.0,1.0,1.0,1.0,1.0
17cae0c1,Training,train,3,output,3,9.0,9.0,1.0,1.0,1,27.0,27.0,3.0,3.0,3,9.0,9.0,1.0,1.0,1,27.0,27.0,3.0,3.0,3.0,1.0
17cae0c1,Training,test,0,input,2,4.0,4.0,4.0,4.0,2,4.0,4.0,4.0,4.0,1,9.0,9.0,3.0,3.0,1,9.0,9.0,3.0,3.0,1.0,1.0
17cae0c1,Training,test,0,output,3,9.0,9.0,1.0,1.0,1,27.0,27.0,3.0,3.0,3,9.0,9.0,1.0,1.0,1,27.0,27.0,3.0,3.0,3.0,1.0
18286ef8,Training,train,0,input,9,10.333333333333334,15.0,1.148148148148148,1.3333333333333333,9,11.11111111111111,16.0,1.148148148148148,1.3333333333333333,9,10.333333333333334,15.0,1.148148148148148,1.3333333333333333,9,11.11111111111111,16.0,1.148148148148148,1.3333333333333333,2.0,0.8888888888888888
18286ef8,Training,train,0,output,9,10.333333333333334,15.0,1.148148148148148,1.3333333333333333,9,11.11111111111111,16.0,1.148148148148148,1.3333333333333333,9,10.333333333333334,15.0,1.148148148148148,1.3333333333333333,9,11.11111111111111,16.0,1.148148148148148,1.3333333333333333,2.0,0.8888888888888888
18286ef8,Training,train,1,input,3,6.0,8.0,1.3333333333333333,1.5,4,6.25,9.0,1.25,1.5,3,6.0,8.0,1.3333333333333333,1.5,4,6.25,9.0,1.25,1.5,2.0,0.6666666666666666
18286ef8,Training,train,1,output,3,6.0,8.0,1.3333333333333333,1.5,4,6.25,9.0,1.25,1.5,3,6.0,8.0,1.3333333333333333,1.5,4,6.25,9.0,1.25,1.5,2.0,0.6666666666666666
18286ef8,Training,train,2,input,9,17.555555555555557,40.0,1.5462962962962963,2.3333333333333335,9,18.77777777777778,42.0,1.5462962962962963,2.3333333333333335,9,17.555555555555557,40.0,1.5462962962962963,2.3333333333333335,9,18.77777777777778,42.0,1.5462962962962963,2.3333333333333335,2.0,0.8888888888888888
18286ef8,Training,train,2,output,9,17.555555555555557,40.0,1.5462962962962963,2.3333333333333335,9,18.77777777777778,42.0,1.5462962962962963,2.3333333333333335,9,17.555555555555557,40.0,1.5462962962962963,2.3333333333333335,9,18.77777777777778,42.0,1.5462962962962963,2.3333333333333335,2.0,0.8888888888888888
18286ef8,Training,test,0,input,9,30.88888888888889,63.0,1.744973544973545,3.0,9,32.111111111111114,63.0,1.744973544973545,3.0,9,30.88888888888889,63.0,1.744973544973545,3.0,9,32.111111111111114,63.0,1.744973544973545,3.0,2.0,0.8888888888888888
18286ef8,Training,test,0,output,9,30.88888888888889,63.0,1.744973544973545,3.0,9,32.111111111111114,63.0,1.744973544973545,3.0,9,30.88888888888889,63.0,1.744973544973545,3.0,9,32.111111111111114,63.0,1.744973544973545,3.0,2.0,0.8888888888888888
182e5d0f,Training,train,0,input,6,22.166666666666668,96.0,3.6818181818181817,9.0,1,138.0,138.0,1.0,1.0,5,26.6,101.0,4.018181818181818,9.0,1,138.0,138.0,1.0,1.0,2.0,1.0
182e5d0f,Training,train,0,output,3,44.333333333333336,122.0,1.8333333333333333,2.5,1,138.0,138.0,1.0,1.0,2,66.5,127.0,1.75,2.5,1,138.0,138.0,1.0,1.0,2.0,1.0
182e5d0f,Training,train,1,input,3,26.0,58.0,2.111111111111111,3.0,1,79.0,79.0,1.0,1.0,3,26.0,58.0,2.111111111111111,3.0,1,79.0,79.0,1.0,1.0,2.0,1.0
182e5d0f,Training,train,1,output,1,77.0,77.0,1.0,1.0,1,79.0,79.0,1.0,1.0,1,77.0,77.0,1.0,1.0,1,79.0,79.0,1.0,1.0,1.0,1.0
182e5d0f,Training,train,2,input,4,37.75,132.0,2.25,3.0,1,161.0,161.0,1.0,1.0,4,37.75,132.0,2.25,3.0,1,161.0,161.0,1.0,1.0,2.0,1.0
182e5d0f,Training,train,2,output,3,51.666666666666664,143.0,2.0,2.5,1,161.0,161.0,1.0,1.0,3,51.666666666666664,143.0,2.0,2.5,1,161.0,161.0,1.0,1.0,2.0,1.0
182e5d0f,Training,test,0,input,4,43.75,158.0,2.75,5.0,1,188.0,188.0,1.0,1.0,4,44.25,160.0,2.75,5.0,1,188.0,188.0,1.0,1.0,2.0,1.0
182e5d0f,Training,test,0,output,1,174.0,174.0,1.0,1.0,1,188.0,188.0,1.0,1.0,1,176.0,176.0,1.0,1.0,1,188.0,188.0,1.0,1.0,1.0,1.0
18419cfa,Training,train,0,input,2,19.5,34.0,1.3055555555555556,1.5,2,19.5,34.0,1.3055555555555556,1.5,2,19.5,34.0,1.3055555555555556,1.5,2,19.5,34.0,1.3055555555555556,1.5,2.0,0.0
18419cfa,Training,train,0,output,2,22.0,34.0,1.2222222222222223,1.3333333333333333,2,22.0,34.0,1.2222222222222223,1.3333333333333333,2,22.0,34.0,1.2222222222222223,1.3333333333333333,2,22.0,34.0,1.2222222222222223,1.3333333333333333,2.0,0.0
18419cfa,Training,train,1,input,4,17.25,30.0,1.4642857142857144,1.5,4,17.25,30.0,1.4642857142857144,1.5,4,17.25,30.0,1.4642857142857144,1.5,4,17.25,30.0,1.4642857142857144,1.5,2.0,0.25
18419cfa,Training,train,1,output,4,19.5,30.0,1.380952380952381,1.4285714285714286,4,19.5,30.0,1.380952380952381,1.4285714285714286,4,19.5,30.0,1.380952380952381,1.4285714285714286,4,19.5,30.0,1.380952380952381,1.4285714285714286,2.0,0.25
18419cfa,Training,train,2,input,2,21.5,38.0,1.1666666666666665,1.3333333333333333,2,21.5,38.0,1.1666666666666665,1.3333333333333333,2,23.5,38.0,1.5,1.6666666666666667,2,23.5,38.0,1.5,1.6666666666666667,2.0,0.0
18419cfa,Training,train,2,output,2,24.0,38.0,1.6666666666666665,2.0,2,24.0,38.0,1.6666666666666665,2.0,2,28.0,38.0,1.2666666666666666,1.3333333333333333,2,28.0,38.0,1.2666666666666666,1.3333333333333333,2.0,0.0
18419cfa,Training,test,0,input,5,24.0,42.0,1.399134199134199,1.5714285714285714,5,24.0,42.0,1.3991341991341992,1.5714285714285714,6,21.5,42.0,1.4715007215007214,1.6666666666666667,6,21.5,42.0,1.4715007215007214,1.6666666666666667,2.0,0.16666666666666666
18419cfa,Training,test,0,output,6,21.333333333333332,42.0,1.388167388167388,1.5714285714285714,6,21.333333333333332,42.0,1.3881673881673882,1.5714285714285714,7,20.857142857142858,42.0,1.3422387136672853,1.5714285714285714,7,20.857142857142858,42.0,1.3422387136672849,1.5714285714285714,2.0,0.14285714285714285
18447a8d,Training,train,0,input,7,20.428571428571427,98.0,1.1926406926406925,1.5,1,143.0,143.0,1.1818181818181819,1.1818181818181819,7,20.428571428571427,98.0,1.1926406926406925,1.5,1,143.0,143.0,1.1818181818181819,1.1818181818181819,5.0,1.0
18447a8d,Training,train,0,output,7,20.428571428571427,98.0,1.1926406926406925,1.5,1,143.0,143.0,1.1818181818181819,1.1818181818181819,7,20.428571428571427,98.0,1.1926406926406925,1.5,1,143.0,143.0,1.1818181818181819,1.1818181818181819,5.0,0.5714285714285714
18447a8d,Training,train,1,input,5,19.8,69.0,1.1777777777777776,1.3333333333333333,1,99.0,99.0,1.2222222222222223,1.2222222222222223,5,19.8,69.0,1.1777777777777776,1.3333333333333333,1,99.0,99.0,1.2222222222222223,1.2222222222222223,4.0,1.0
