task_id,split,type,pair_index,in_height,in_width,in_area,in_elongation,in_entropy,in_color_diversity,in_bg_ratio,in_comp_count,in_mean_comp_size,in_max_comp_size,in_mean_comp_elong,in_max_comp_elong,in_transition_density,out_height,out_width,out_area,out_elongation,out_entropy,out_color_diversity,out_bg_ratio,out_comp_count,out_mean_comp_size,out_max_comp_size,out_mean_comp_elong,out_max_comp_elong,out_transition_density,delta_area,delta_comp_count,delta_entropy,delta_color_diversity
7b7f7511,train,train,0,4,8,32,2.0,1.4056390622295665,3,0.0,6,5.333333333333333,16.0,1.3333333333333333,2.0,0.5384615384615384,4,4,16,1.0,1.4056390622295665,3,0.0,4,4.0,8.0,1.0,1.0,0.5,-16,-2,0.0,0
7b7f7511,train,train,1,3,6,18,2.0,1.5304930567574824,3,0.0,5,3.6,8.0,1.8,3.0,0.5185185185185185,3,3,9,1.0,1.5304930567574824,3,0.0,3,3.0,4.0,1.5,2.0,0.5,-9,-2,0.0,0
7b7f7511,train,train,2,6,2,12,3.0,1.584962500721156,3,0.0,6,2.0,2.0,1.3333333333333333,2.0,0.875,3,2,6,1.5,1.584962500721156,3,0.0,3,2.0,2.0,1.3333333333333333,2.0,0.8571428571428571,-6,-3,0.0,0
7b7f7511,train,test,0,8,3,24,2.6666666666666665,1.9591479170272448,4,0.0,10,2.4,4.0,1.1,1.5,0.8378378378378378,4,3,12,1.3333333333333333,1.9591479170272448,4,0.0,5,2.4,4.0,1.1,1.5,0.8235294117647058,-12,-5,0.0,0
7c008303,train,train,0,9,9,81,1.0,1.786732052335273,6,0.49382716049382713,6,6.833333333333333,20.0,1.0,1.0,0.4722222222222222,6,6,36,1.0,2.1021871709493336,4,0.4444444444444444,4,5.0,5.0,1.0,1.0,0.6,-45,-2,0.3154551186140606,-2
7c008303,train,train,1,9,9,81,1.0,1.7188238170241092,5,0.5308641975308642,7,5.428571428571429,17.0,1.119047619047619,1.5,0.4861111111111111,6,6,36,1.0,1.6509030234849453,3,0.5277777777777778,7,2.4285714285714284,5.0,1.2857142857142858,3.0,0.6,-45,0,-0.06792079353916392,-2
7c008303,train,train,2,9,9,81,1.0,1.6650566613298232,6,0.5802469135802469,8,4.25,17.0,1.15,2.0,0.4722222222222222,6,6,36,1.0,1.6477913211235689,4,0.6388888888888888,5,2.6,4.0,1.2,2.0,0.55,-45,-3,-0.017265340206254365,-2
7c008303,train,test,0,9,9,81,1.0,1.687088432653948,6,0.5679012345679012,8,4.375,17.0,1.1875,2.0,0.4583333333333333,6,6,36,1.0,1.712368790702845,4,0.6111111111111112,6,2.3333333333333335,4.0,1.5833333333333333,3.0,0.55,-45,-2,0.025280358048897167,-2
7ddcd7ec,train,train,0,10,10,100,1.0,0.28639695711595625,1,0.95,1,5.0,5.0,1.0,1.0,0.06666666666666667,10,10,100,1.0,0.4689955935892812,1,0.9,1,10.0,10.0,1.0,1.0,0.16666666666666666,0,0,0.18259863647332497,0
7ddcd7ec,train,train,1,10,10,100,1.0,0.32744491915447627,1,0.94,1,6.0,6.0,1.3333333333333333,1.3333333333333333,0.08888888888888889,10,10,100,1.0,0.4689955935892812,1,0.9,1,10.0,10.0,1.3333333333333333,1.3333333333333333,0.16666666666666666,0,0,0.14155067443480496,0
7ddcd7ec,train,train,2,10,10,100,1.0,0.32744491915447627,1,0.94,1,6.0,6.0,1.0,1.0,0.08888888888888889,10,10,100,1.0,0.499915958164528,1,0.89,1,11.0,11.0,1.0,1.0,0.18888888888888888,0,0,0.17247103901005173,0
7ddcd7ec,train,test,0,10,10,100,1.0,0.36592365090022316,1,0.93,1,7.0,7.0,1.0,1.0,0.1111111111111111,10,10,100,1.0,0.6098403047164004,1,0.85,1,15.0,15.0,1.1111111111111112,1.1111111111111112,0.2722222222222222,0,0,0.24391665381617722,0
7df24a62,train,train,0,23,23,529,1.0,0.4525171937349409,2,0.9262759924385633,18,2.1666666666666665,22.0,1.0,1.0,0.08695652173913043,23,23,529,1.0,0.6141701346351407,2,0.8846880907372401,19,3.210526315789474,22.0,1.0,1.0,0.1067193675889328,0,1,0.16165294090019977,0
7df24a62,train,train,1,23,23,529,1.0,0.4571633604087002,2,0.9243856332703214,24,1.6666666666666667,14.0,1.0416666666666667,2.0,0.10573122529644269,23,23,529,1.0,0.5775310396792834,2,0.8979206049149339,25,2.16,14.0,1.04,2.0,0.12154150197628459,0,1,0.12036767927058323,0
7df24a62,train,train,2,23,23,529,1.0,0.5652855826688241,2,0.8922495274102079,38,1.5,10.0,1.1666666666666665,2.0,0.17687747035573123,23,23,529,1.0,0.9265511911314319,2,0.7977315689981096,40,2.675,20.0,1.2125,2.0,0.22430830039525693,0,2,0.3612656084626078,0
7df24a62,train,train,3,23,23,529,1.0,0.5878204879258606,2,0.8922495274102079,31,1.8387096774193548,17.0,1.1048387096774193,2.0,0.16205533596837945,23,23,529,1.0,0.8024242270403203,2,0.8374291115311909,33,2.606060606060606,17.0,1.1262626262626263,2.0,0.18972332015810275,0,2,0.21460373911445974,0
7df24a62,train,test,0,23,23,529,1.0,0.5211946863725698,2,0.9111531190926276,26,1.8076923076923077,22.0,1.0,1.0,0.11067193675889328,23,23,529,1.0,0.7817996361866585,2,0.8374291115311909,28,3.0714285714285716,22.0,1.0089285714285714,1.25,0.1432806324110672,0,2,0.26060494981408866,0
7e0986d6,train,train,0,13,14,182,1.0769230769230769,1.3337987664965674,2,0.5054945054945055,20,4.5,25.0,1.0291666666666666,1.3333333333333333,0.3293768545994065,13,14,182,1.0769230769230769,0.9944178369587178,1,0.5439560439560439,4,20.75,29.0,1.1458333333333333,1.3333333333333333,0.18694362017804153,0,-16,-0.3393809295378496,-1
7e0986d6,train,train,1,13,16,208,1.2307692307692308,1.2534330706295986,2,0.5192307692307693,15,6.666666666666667,36.0,1.1433333333333333,2.5,0.24806201550387597,13,16,208,1.2307692307692308,0.9945911337932256,1,0.5432692307692307,3,31.666666666666668,40.0,1.7166666666666668,2.5,0.1421188630490956,0,-12,-0.258841936836373,-1
7e0986d6,train,test,0,12,17,204,1.4166666666666667,1.2627040916910968,2,0.5392156862745098,15,6.266666666666667,45.0,1.2055555555555557,3.0,0.25065963060686014,12,17,204,1.4166666666666667,0.9863676072907088,1,0.5686274509803921,3,29.333333333333332,48.0,2.0277777777777777,3.0,0.14775725593667546,0,-12,-0.27633648440038794,-1
7f4411dc,train,train,0,13,13,169,1.0,0.7793498372920851,1,0.7692307692307693,7,5.571428571428571,15.0,1.1428571428571428,1.6666666666666667,0.16666666666666666,13,13,169,1.0,0.7123590081823316,1,0.8047337278106509,3,11.0,15.0,1.5,1.6666666666666667,0.10256410256410256,0,-4,-0.06699082910975351,0
7f4411dc,train,train,1,17,17,289,1.0,0.6645451406455398,1,0.8269896193771626,12,4.166666666666667,16.0,1.0625,1.5,0.15808823529411764,17,17,289,1.0,0.5708538565451444,1,0.8650519031141869,4,9.75,15.0,1.5,1.6666666666666667,0.09191176470588236,0,-8,-0.0936912841003954,0
7f4411dc,train,train,2,7,7,49,1.0,0.9313043685793763,1,0.6530612244897959,4,4.25,14.0,1.125,1.5,0.3333333333333333,7,7,49,1.0,0.8030909760146978,1,0.7551020408163265,1,12.0,12.0,1.3333333333333333,1.3333333333333333,0.16666666666666666,0,-3,-0.12821339256467845,0
7f4411dc,train,test,0,10,10,100,1.0,0.8931734583778568,1,0.69,9,3.4444444444444446,16.0,1.1111111111111112,2.0,0.3,10,10,100,1.0,0.7414827399312737,1,0.79,2,10.5,15.0,1.5833333333333335,1.6666666666666667,0.14444444444444443,0,-7,-0.1516907184465831,0
7fe24cdd,train,train,0,3,3,9,1.0,2.2810361125534238,4,0.2222222222222222,4,1.75,2.0,1.5,2.0,0.8333333333333334,6,6,36,1.0,2.2810361125534238,4,0.2222222222222222,10,2.8,8.0,1.8,2.0,0.6666666666666666,27,6,0.0,0
7fe24cdd,train,train,1,3,3,9,1.0,1.836591668108979,4,0.0,5,1.8,4.0,1.3,2.0,0.6666666666666666,6,6,36,1.0,1.836591668108979,4,0.0,17,2.1176470588235294,16.0,1.2352941176470589,2.0,0.6666666666666666,27,12,0.0,0
7fe24cdd,train,train,2,3,3,9,1.0,1.5304930567574826,2,0.4444444444444444,3,1.6666666666666667,3.0,1.6666666666666667,3.0,0.8333333333333334,6,6,36,1.0,1.5304930567574826,2,0.4444444444444444,12,1.6666666666666667,3.0,1.6666666666666667,3.0,0.7333333333333333,27,9,0.0,0
7fe24cdd,train,test,0,3,3,9,1.0,2.197159723424149,4,0.1111111111111111,4,2.0,3.0,1.5,2.0,0.6666666666666666,6,6,36,1.0,2.197159723424149,4,0.1111111111111111,13,2.4615384615384617,12.0,1.6153846153846154,2.0,0.6,27,9,0.0,0
80af3007,train,train,0,16,18,288,1.125,0.6252624052234231,1,0.84375,1,45.0,45.0,1.0,1.0,0.11070110701107011,9,9,81,1.0,0.8915996278279094,1,0.691358024691358,1,25.0,25.0,1.0,1.0,0.5833333333333334,-207,0,0.2663372226044862,0
80af3007,train,train,1,16,18,288,1.125,0.6252624052234231,1,0.84375,1,45.0,45.0,1.0,1.0,0.08856088560885608,9,9,81,1.0,0.8915996278279094,1,0.691358024691358,3,8.333333333333334,10.0,1.6666666666666667,2.0,0.4652777777777778,-207,2,0.2663372226044862,0
80af3007,train,train,2,16,18,288,1.125,0.7578784625383954,1,0.78125,1,63.0,63.0,1.0,1.0,0.08856088560885608,9,9,81,1.0,0.9679884922470297,1,0.3950617283950617,1,49.0,49.0,1.0,1.0,0.4305555555555556,-207,0,0.21011002970863424,0
80af3007,train,test,0,17,19,323,1.1176470588235294,0.6512191452680451,1,0.8328173374613003,1,54.0,54.0,1.0,1.0,0.08852459016393442,9,9,81,1.0,0.9910760598382222,1,0.5555555555555556,1,36.0,36.0,1.0,1.0,0.5208333333333334,-242,0,0.3398569145701771,0
810b9b61,train,train,0,15,15,225,1.0,0.8023534428291901,1,0.7555555555555555,8,6.875,12.0,1.25,2.0,0.2619047619047619,15,15,225,1.0,0.9952056035016974,2,0.7555555555555555,8,6.875,12.0,1.25,2.0,0.2619047619047619,0,0,0.19285216067250732,1
810b9b61,train,train,1,15,15,225,1.0,0.43275015878875406,1,0.9111111111111111,4,5.0,9.0,1.3333333333333333,2.0,0.10952380952380952,15,15,225,1.0,0.5190568782958358,2,0.9111111111111111,4,5.0,9.0,1.3333333333333333,2.0,0.10952380952380952,0,0,0.08630671950708174,1
810b9b61,train,train,2,9,9,81,1.0,0.7642045065086203,1,0.7777777777777778,3,6.0,12.0,1.7222222222222223,2.0,0.2638888888888889,9,9,81,1.0,0.968270247409618,2,0.7777777777777778,3,6.0,12.0,1.7222222222222223,2.0,0.2638888888888889,0,0,0.20406574090099772,1
810b9b61,train,test,0,12,12,144,1.0,0.8795864999831354,1,0.7013888888888888,6,7.166666666666667,15.0,1.2638888888888888,2.0,0.3143939393939394,12,12,144,1.0,1.175278594979346,2,0.7013888888888888,6,7.166666666666667,15.0,1.2638888888888888,2.0,0.3143939393939394,0,0,0.29569209499621063,1
82819916,train,train,0,10,8,80,1.25,1.0664307588625515,6,0.825,9,1.5555555555555556,2.0,1.5555555555555556,2.0,0.2535211267605634,10,8,80,1.25,1.6001630867847794,6,0.7,15,1.6,2.0,1.6,2.0,0.4225352112676056,0,6,0.5337323279222279,0
82819916,train,train,1,10,8,80,1.25,0.995061934555718,4,0.825,10,1.4,2.0,1.4,2.0,0.2605633802816901,10,8,80,1.25,1.4567796494470395,4,0.7,18,1.3333333333333333,2.0,1.3333333333333333,2.0,0.44366197183098594,0,8,0.4617177148913215,0
82819916,train,train,2,12,8,96,1.5,0.9670534967765431,7,0.8541666666666666,13,1.0769230769230769,2.0,1.0769230769230769,2.0,0.23255813953488372,12,8,96,1.5,1.834962500721156,7,0.6666666666666666,28,1.1428571428571428,2.0,1.1428571428571428,2.0,0.5116279069767442,0,15,0.867909003944613,0
82819916,train,train,3,6,8,48,1.3333333333333333,1.1943421980488407,4,0.7708333333333334,7,1.5714285714285714,3.0,1.5714285714285714,3.0,0.34146341463414637,6,8,48,1.3333333333333333,1.584962500721156,4,0.6666666666666666,10,1.6,3.0,1.6,3.0,0.4878048780487805,0,3,0.3906203026723154,0
82819916,train,test,0,14,10,140,1.4,0.9735643003989534,6,0.8428571428571429,16,1.375,2.0,1.375,2.0,0.23046875,14,10,140,1.4,1.8140142960531367,6,0.6428571428571429,40,1.25,2.0,1.25,2.0,0.52734375,0,24,0.8404499956541833,0
83302e8f,train,train,0,24,24,576,1.0,0.864102190255279,1,0.7135416666666666,4,41.25,139.0,1.5833333333333333,2.0,0.28894927536231885,24,24,576,1.0,1.5670003266619323,3,0.0,19,30.31578947368421,139.0,1.3128654970760234,2.25,0.28894927536231885,0,15,0.7028981364066533,2
83302e8f,train,train,1,29,29,841,1.0,0.7973265101474423,1,0.7586206896551724,4,50.75,185.0,2.5,4.0,0.24445812807881773,29,29,841,1.0,1.5301410091341952,3,0.0,17,49.470588235294116,260.0,1.5854671280276817,4.0,0.24445812807881773,0,13,0.7328144989867529,2
83302e8f,train,train,2,19,19,361,1.0,0.835560662140274,1,0.7340720221606648,6,16.0,80.0,2.0833333333333335,3.5,0.27631578947368424,19,19,361,1.0,1.421013503352003,3,0.0,14,25.785714285714285,85.0,1.6825396825396826,3.5,0.27631578947368424,0,8,0.585452841211729,2
83302e8f,train,test,0,27,27,729,1.0,0.9338841588169459,1,0.6502057613168725,7,36.42857142857143,223.0,1.5531135531135531,2.0,0.35113960113960113,27,27,729,1.0,1.5098907007496791,3,0.0,27,27.0,223.0,1.2717948717948717,2.3333333333333335,0.35113960113960113,0,20,0.5760065419327333,2
834ec97d,train,train,0,3,3,9,1.0,0.5032583347756457,1,0.8888888888888888,1,1.0,1.0,1.0,1.0,0.25,3,3,9,1.0,0.9864267287308424,2,0.7777777777777778,2,1.0,1.0,1.0,1.0,0.5,0,1,0.4831683939551966,1
834ec97d,train,train,1,5,5,25,1.0,0.24229218908241482,1,0.96,1,1.0,1.0,1.0,1.0,0.1,5,5,25,1.0,1.1585488318903812,2,0.6,4,2.5,3.0,2.5,3.0,0.45,0,3,0.9162566428079664,1
834ec97d,train,train,2,9,9,81,1.0,0.09597040299587187,1,0.9876543209876543,1,1.0,1.0,1.0,1.0,0.027777777777777776,9,9,81,1.0,0.980946435128768,2,0.6790123456790124,6,4.333333333333333,5.0,4.333333333333333,5.0,0.3333333333333333,0,5,0.8849760321328961,1
834ec97d,train,test,0,12,12,144,1.0,0.05977499339155061,1,0.9930555555555556,1,1.0,1.0,1.0,1.0,0.015151515151515152,12,12,144,1.0,0.7079637941440275,2,0.8263888888888888,7,3.5714285714285716,4.0,3.5714285714285716,4.0,0.20075757575757575,0,6,0.648188800752477,1
8403a5d5,train,train,0,10,10,100,1.0,0.08079313589591118,1,0.99,1,1.0,1.0,1.0,1.0,0.016666666666666666,10,10,100,1.0,1.2010895951011364,2,0.46,9,6.0,10.0,6.0,10.0,0.5222222222222223,0,8,1.1202964592052254,1
8403a5d5,train,train,1,10,10,100,1.0,0.08079313589591118,1,0.99,1,1.0,1.0,1.0,1.0,0.016666666666666666,10,10,100,1.0,1.0123142790419382,2,0.68,5,6.4,10.0,6.4,10.0,0.28888888888888886,0,4,0.931521143146027,1
8403a5d5,train,train,2,10,10,100,1.0,0.08079313589591118,1,0.99,1,1.0,1.0,1.0,1.0,0.016666666666666666,10,10,100,1.0,1.059960378463827,2,0.67,6,5.5,10.0,5.5,10.0,0.35,0,5,0.9791672425679158,1
8403a5d5,train,test,0,10,10,100,1.0,0.08079313589591118,1,0.99,1,1.0,1.0,1.0,1.0,0.016666666666666666,10,10,100,1.0,1.1829661954675212,2,0.56,8,5.5,10.0,5.5,10.0,0.4666666666666667,0,7,1.1021730595716102,1
846bdb03,train,train,0,13,13,169,1.0,0.77683806611451,3,0.863905325443787,8,2.875,6.0,1.7916666666666665,4.0,0.15705128205128205,6,8,48,1.3333333333333333,1.7131914443415197,3,0.5208333333333334,6,3.8333333333333335,10.0,1.0,1.0,0.45121951219512196,-121,-2,0.9363533782270097,0
846bdb03,train,train,1,13,13,169,1.0,0.9843033136788956,3,0.8047337278106509,8,4.125,12.0,2.125,5.0,0.23076923076923078,7,8,56,1.1428571428571428,1.7975630774286588,3,0.4107142857142857,6,5.5,17.0,1.0833333333333333,1.25,0.4536082474226804,-113,-2,0.8132597637497633,0
846bdb03,train,train,2,13,13,169,1.0,0.542781425830229,3,0.9171597633136095,8,1.75,3.0,1.25,2.0,0.12179487179487179,4,6,24,1.5,1.900022421648354,3,0.4166666666666667,6,2.3333333333333335,5.0,1.1666666666666667,1.5,0.5789473684210527,-145,-2,1.357240995818125,0
846bdb03,train,train,3,13,13,169,1.0,0.6791380869994308,3,0.8875739644970414,8,2.375,5.0,1.625,3.0,0.15064102564102563,5,6,30,1.2,1.916716186961402,3,0.36666666666666664,6,3.1666666666666665,8.0,1.0,1.0,0.46938775510204084,-139,-2,1.2375780999619712,0
846bdb03,train,test,0,13,13,169,1.0,0.8448492778837806,3,0.8461538461538461,8,3.25,7.0,1.8333333333333333,4.0,0.1891025641025641,6,8,48,1.3333333333333333,1.7888168503036337,3,0.4583333333333333,6,4.333333333333333,11.0,1.0,1.0,0.4146341463414634,-121,-2,0.9439675724198531,0
855e0971,train,train,0,15,19,285,1.2666666666666666,1.5013627793421325,3,0.010526315789473684,3,94.0,131.0,5.126984126984127,9.5,0.09328358208955224,15,19,285,1.2666666666666666,1.7131655775577062,3,0.07017543859649122,6,44.166666666666664,56.0,2.798809523809524,9.5,0.1455223880597015,0,3,0.21180279821557368,0
855e0971,train,train,1,14,13,182,1.0769230769230769,1.037089427657183,2,0.01098901098901099,2,90.0,111.0,2.275,2.8,0.06528189910979229,14,13,182,1.0769230769230769,1.2638091738835462,2,0.07142857142857142,4,42.25,88.0,2.260416666666667,4.0,0.11869436201780416,0,2,0.22671974622636326,0
855e0971,train,train,2,13,15,195,1.1538461538461537,1.6608086056735871,3,0.020512820512820513,3,63.666666666666664,74.0,3.6666666666666665,5.0,0.1270718232044199,13,15,195,1.1538461538461537,1.8532805659769607,3,0.09230769230769231,7,25.285714285714285,45.0,1.7428571428571427,2.3333333333333335,0.18232044198895028,0,4,0.19247196030337355,0
855e0971,train,train,3,14,15,210,1.0714285714285714,1.6534159222672378,3,0.014285714285714285,3,69.0,82.0,2.8777777777777778,3.5,0.10230179028132992,14,15,210,1.0714285714285714,1.8552586039176577,3,0.08095238095238096,6,32.166666666666664,56.0,2.766666666666666,6.0,0.1585677749360614,0,3,0.20184268165041996,0
855e0971,train,test,0,17,15,255,1.1333333333333333,2.092298664023268,4,0.0196078431372549,4,62.5,74.0,3.5625,3.75,0.13389121338912133,17,15,255,1.1333333333333333,2.23696091263027,4,0.08235294117647059,9,26.0,52.0,2.0833333333333335,4.0,0.18200836820083682,0,5,0.14466224860700194,0
85c4e7cd,train,train,0,12,12,144,1.0,2.3199504111924627,6,0.0,6,24.0,44.0,1.0,1.0,0.45454545454545453,12,12,144,1.0,2.3199504111924627,6,0.0,6,24.0,44.0,1.0,1.0,0.45454545454545453,0,0,0.0,0
85c4e7cd,train,train,1,6,6,36,1.0,1.3516441151533922,3,0.0,3,12.0,20.0,1.0,1.0,0.4,6,6,36,1.0,1.3516441151533924,3,0.0,3,12.0,20.0,1.0,1.0,0.4,0,0,2.220446049250313e-16,0
85c4e7cd,train,train,2,8,8,64,1.0,1.7489992230622806,4,0.0,4,16.0,28.0,1.0,1.0,0.42857142857142855,8,8,64,1.0,1.7489992230622806,4,0.0,4,16.0,28.0,1.0,1.0,0.42857142857142855,0,0,0.0,0
85c4e7cd,train,train,3,10,10,100,1.0,2.0620426920153516,5,0.0,5,20.0,36.0,1.0,1.0,0.4444444444444444,10,10,100,1.0,2.0620426920153516,5,0.0,5,20.0,36.0,1.0,1.0,0.4444444444444444,0,0,0.0,0
85c4e7cd,train,test,0,14,14,196,1.0,2.539101648506458,7,0.0,7,28.0,52.0,1.0,1.0,0.46153846153846156,14,14,196,1.0,2.5391016485064575,7,0.0,7,28.0,52.0,1.0,1.0,0.46153846153846156,0,0,-4.440892098500626e-16,0
868de0fa,train,train,0,10,10,100,1.0,0.9426831892554922,1,0.64,3,12.0,16.0,1.0,1.0,0.3,10,10,100,1.0,1.5485622848793938,3,0.5,6,8.333333333333334,16.0,1.0,1.0,0.3,0,3,0.6058790956239016,2
868de0fa,train,train,1,10,10,100,1.0,0.8554508105601306,1,0.72,2,14.0,20.0,1.0,1.0,0.2111111111111111,10,10,100,1.0,1.4780489691600327,3,0.55,4,11.25,20.0,1.0,1.0,0.2111111111111111,0,2,0.6225981585999021,2
868de0fa,train,train,2,20,20,400,1.0,0.8112781244591328,1,0.75,5,20.0,28.0,1.0,1.0,0.22894736842105262,20,20,400,1.0,1.6874492149619857,3,0.525,10,19.0,36.0,1.0,1.0,0.22894736842105262,0,5,0.8761710905028529,2
868de0fa,train,train,3,11,11,121,1.0,0.8782390255090746,1,0.7024793388429752,2,18.0,28.0,1.0,1.0,0.2818181818181818,11,11,121,1.0,1.4315192167322035,3,0.5867768595041323,5,10.0,28.0,1.0,1.0,0.2818181818181818,0,3,0.5532801912231289,2
868de0fa,train,train,4,15,15,225,1.0,0.7129496499632537,1,0.8044444444444444,2,22.0,24.0,1.0,1.0,0.19523809523809524,15,15,225,1.0,1.5097322208316837,3,0.6222222222222222,4,21.25,25.0,1.0,1.0,0.19523809523809524,0,2,0.79678257086843,2
868de0fa,train,test,0,20,20,400,1.0,0.8267463724926178,1,0.74,4,26.0,36.0,1.0,1.0,0.25394736842105264,20,20,400,1.0,1.8357042229398075,3,0.405,8,29.75,64.0,1.0,1.0,0.25394736842105264,0,4,1.0089578504471897,2
8731374e,train,train,0,17,23,391,1.3529411764705883,3.206445745866995,9,0.04859335038363171,224,1.6607142857142858,42.0,1.1872874149659864,3.0,0.8328840970350404,7,6,42,1.1666666666666667,0.998363672593813,2,0.0,10,4.2,22.0,1.5166666666666666,2.0,0.5070422535211268,-349,-214,-2.208082073273182,-7
8731374e,train,train,1,27,23,621,1.173913043478261,3.2028057748981835,9,0.08051529790660225,343,1.6647230320699709,92.0,1.1248598340435076,3.0,0.8070469798657718,10,9,90,1.1111111111111112,0.9967916319816366,2,0.0,17,5.294117647058823,48.0,1.477124183006536,2.0,0.484472049689441,-531,-326,-2.2060141429165467,-7
8731374e,train,train,2,16,17,272,1.0625,3.1026963389387214,9,0.08823529411764706,134,1.8507462686567164,54.0,1.1823383084577115,3.0,0.7671232876712328,6,8,48,1.3333333333333333,0.8426578772022391,2,0.0,5,9.6,13.0,1.4333333333333331,2.0,0.2926829268292683,-224,-129,-2.2600384617364826,-7
8731374e,train,test,0,19,17,323,1.1176470588235294,3.032475412511032,9,0.043343653250773995,168,1.8392857142857142,83.0,1.1291666666666667,2.0,0.7147540983606557,10,8,80,1.25,0.9709505944546686,2,0.0,10,8.0,32.0,1.7583333333333335,4.0,0.39436619718309857,-243,-158,-2.0615248180563635,-7
88a10436,train,train,0,9,9,81,1.0,0.5836223910487514,4,0.9135802469135802,4,1.75,3.0,1.0,1.0,0.125,9,9,81,1.0,0.8213566384152344,3,0.8518518518518519,6,2.0,3.0,1.0,1.0,0.20833333333333334,0,2,0.23773424736648308,-1
88a10436,train,train,1,8,7,56,1.1428571428571428,0.773860817346735,4,0.875,4,1.75,3.0,1.75,3.0,0.17525773195876287,8,7,56,1.1428571428571428,1.0622698109081752,3,0.7857142857142857,6,2.0,3.0,2.0,3.0,0.25773195876288657,0,2,0.28840899356144023,-1
88a10436,train,train,2,10,8,80,1.25,0.6595594998122378,4,0.9,4,2.0,3.0,1.5,2.0,0.14788732394366197,10,8,80,1.25,0.9414307588625517,3,0.825,6,2.3333333333333335,3.0,1.6666666666666667,2.0,0.23943661971830985,0,2,0.28187125905031385,-1
88a10436,train,test,0,10,11,110,1.1,0.46581831079855507,4,0.9363636363636364,4,1.75,2.0,1.75,2.0,0.10050251256281408,10,11,110,1.1,0.6700727614947469,3,0.8909090909090909,6,2.0,2.0,2.0,2.0,0.1507537688442211,0,2,0.20425445069619186,-1
88a62173,train,train,0,5,5,25,1.0,0.9988455359952018,1,0.52,4,3.0,3.0,1.0,1.0,0.55,2,2,4,1.0,0.8112781244591328,1,0.25,1,3.0,3.0,1.0,1.0,0.5,-21,-3,-0.18756741153606893,0
88a62173,train,train,1,5,5,25,1.0,0.9426831892554922,1,0.64,4,2.25,3.0,1.0,1.0,0.55,2,2,4,1.0,0.8112781244591328,1,0.25,1,3.0,3.0,1.0,1.0,0.5,-21,-3,-0.13140506479635938,0
88a62173,train,train,2,5,5,25,1.0,0.9895875212220556,1,0.56,4,2.75,3.0,1.0,1.0,0.525,2,2,4,1.0,1.0,1,0.5,1,2.0,2.0,1.0,1.0,1.0,-21,-3,0.010412478777944378,0
88a62173,train,test,0,5,5,25,1.0,0.9895875212220556,1,0.56,4,2.75,3.0,1.0,1.0,0.55,2,2,4,1.0,1.0,1,0.5,1,2.0,2.0,1.0,1.0,1.0,-21,-3,0.010412478777944378,0
890034e9,train,train,0,21,21,441,1.0,1.450757548993396,3,0.28798185941043086,33,9.515151515151516,247.0,1.2045454545454546,3.0,0.5202380952380953,21,21,441,1.0,1.5586704050502447,3,0.2811791383219955,34,9.323529411764707,236.0,1.2058823529411764,3.0,0.5273809523809524,0,1,0.10791285605684875,0
890034e9,train,train,1,21,21,441,1.0,1.6945047431725677,3,0.40589569160997735,61,4.295081967213115,29.0,1.3117486338797815,4.0,0.655952380952381,21,21,441,1.0,1.7792162502007378,3,0.39909297052154197,62,4.274193548387097,27.0,1.3223118279569892,4.0,0.6476190476190476,0,1,0.0847115070281701,0
890034e9,train,train,2,21,21,441,1.0,1.6955162110738695,3,0.3356009070294785,49,5.979591836734694,61.0,1.305651491365777,2.6666666666666665,0.6035714285714285,21,21,441,1.0,1.792082759294324,3,0.3219954648526077,51,5.862745098039215,58.0,1.3400703871292108,4.0,0.6011904761904762,0,2,0.09656654822045452,0
890034e9,train,test,0,21,21,441,1.0,1.437841714344469,3,0.2766439909297052,28,11.392857142857142,258.0,1.2589285714285714,3.0,0.49642857142857144,21,21,441,1.0,1.5562458216795556,3,0.2743764172335601,27,11.851851851851851,243.0,1.2962962962962963,3.0,0.5071428571428571,0,-1,0.11840410733508655,0
8a004b2b,train,train,0,17,17,289,1.0,0.5867143459452615,4,0.9134948096885813,10,2.5,7.0,1.15,2.5,0.11029411764705882,9,14,126,1.5555555555555556,1.3323219336428267,4,0.6825396825396826,7,5.714285714285714,28.0,1.2142857142857142,2.5,0.22707423580786026,-163,-3,0.7456075876975652,0
8a004b2b,train,train,1,17,18,306,1.0588235294117647,0.39662667585211386,4,0.9477124183006536,9,1.7777777777777777,4.0,1.0,1.0,0.07625649913344887,7,7,49,1.0,1.759986398019298,4,0.5918367346938775,7,2.857142857142857,8.0,1.0,1.0,0.38095238095238093,-257,-2,1.3633597221671843,0
8a004b2b,train,train,2,16,18,288,1.125,0.7819644020382149,4,0.875,10,3.6,9.0,1.0,1.0,0.11623616236162361,11,11,121,1.0,1.648820157206646,4,0.5950413223140496,7,7.0,27.0,1.0,1.0,0.21363636363636362,-167,-3,0.8668557551684312,0
8a004b2b,train,test,0,19,18,342,1.0555555555555556,0.7464509249698867,4,0.8771929824561403,9,4.666666666666667,16.0,1.0555555555555556,1.5,0.08964451313755796,14,18,252,1.2857142857142858,1.54202205824823,4,0.6031746031746031,7,14.285714285714286,64.0,1.0714285714285714,1.5,0.1440677966101695,-90,-2,0.7955711332783433,0
