task_id,pair_type,pair_idx,grid_type,matrix_cluster,distance_to_centroid
6e19193c,train,0,input,0,5.740874906894681
6e19193c,train,1,input,0,5.740874906894681
5614dbcf,train,0,input,0,5.745593489528261
8ba14f53,train,3,input,0,5.748324570216579
2dd70a9a,train,0,output,0,5.750053809805436
b60334d2,test,0,output,0,5.750813563458405
ec883f72,train,3,output,0,5.753158380116054
ec883f72,train,3,input,0,5.754460771463994
ae3edfdc,train,1,output,0,5.756304107677295
5c0a986e,train,2,output,0,5.756393923893495
5c0a986e,test,0,output,0,5.756393923893495
469497ad,train,0,input,0,5.756429078275012
1e81d6f9,train,2,output,0,5.758047398351775
5c0a986e,train,1,output,0,5.758839539220964
2a5f8217,train,1,input,0,5.759761962969143
760b3cac,test,0,input,0,5.760496569983593
817e6c09,train,3,output,0,5.764248611199025
ac0a08a4,train,1,output,0,5.764248611199025
321b1fc6,train,1,output,0,5.765038220188621
137eaa0f,train,1,input,0,5.766422609159686
d282b262,test,0,output,0,5.7678879211122505
93b581b8,test,0,output,0,5.768300477260405
dae9d2b5,train,4,input,0,5.769071089865659
234bbc79,train,3,input,0,5.771042717649825
4c5c2cf0,train,1,input,0,5.777389715019952
48d8fb45,train,0,input,0,5.780629765315584
ccd554ac,train,3,output,0,5.783599011213777
5b6cbef5,train,1,output,0,5.7873685840809275
0962bcdd,test,0,output,0,5.7929120377964605
b4a43f3b,train,1,output,0,5.796295657039115
d406998b,test,0,input,0,5.800664975890438
12997ef3,test,1,output,0,5.802161864769837
6cdd2623,test,0,input,0,5.809661616252579
4938f0c2,train,1,input,0,5.8182246659317745
32597951,train,1,output,0,5.832868621153942
a64e4611,test,0,input,0,5.837435684319226
2281f1f4,test,0,output,0,5.838113580548499
e9ac8c9e,train,0,output,0,5.839210598309158
8a004b2b,train,0,output,0,5.842265165677735
212895b5,train,1,input,0,5.845290047840987
f8c80d96,train,0,input,0,5.84806400394333
2faf500b,train,1,output,0,5.854345978894416
1f85a75f,train,0,input,0,5.854392443510748
ae3edfdc,train,2,output,0,5.85449888145949
dc1df850,train,0,output,0,5.856478168031962
0962bcdd,train,0,input,0,5.861510696230643
0962bcdd,train,1,input,0,5.861510696230643
0962bcdd,test,0,input,0,5.861510696230643
31d5ba1a,test,1,output,0,5.86384329046933
2a5f8217,train,1,output,0,5.864906523724814
f0afb749,test,0,output,0,5.867965266352967
60a26a3e,test,0,input,0,5.869274204556716
3af2c5a8,test,0,output,0,5.869312797395759
817e6c09,train,3,input,0,5.869312797395759
cce03e0d,train,0,output,0,5.871368602847303
9ddd00f0,train,0,input,0,5.87404902106609
72322fa7,train,1,input,0,5.880682767536194
ae3edfdc,train,0,output,0,5.904758088274439
d282b262,train,0,output,0,5.909543266115028
2c737e39,train,1,output,0,5.91259606540472
0ca9ddb6,test,0,output,0,5.922731977603448
67636eac,train,0,input,0,5.922853819897596
cfb2ce5a,test,0,output,0,5.942258325173641
310f3251,train,0,output,0,5.951262716293289
1a6449f1,test,0,output,0,5.951431814272976
d282b262,train,1,output,0,5.9787257772380755
d406998b,test,0,output,0,6.0582457498310855
310f3251,test,0,output,0,6.071104354351123
32597951,train,1,input,0,6.127358744843545
d94c3b52,train,2,output,0,6.2415922816833795
d94c3b52,train,2,input,0,6.276983311771161
a64e4611,train,1,output,0,6.317562636747982
aaef0977,train,0,output,0,6.385675277198438
bcb3040b,test,0,input,0,6.427940912905274
a096bf4d,train,0,output,0,6.741721450431899
a64e4611,train,0,input,0,6.782391876980238
e619ca6e,train,1,output,0,6.861903987086248
a096bf4d,train,0,input,0,6.8897794057479995
a64e4611,test,0,output,0,7.089566360016247
b7f8a4d8,train,2,input,0,7.382385082800305
a096bf4d,test,0,output,0,7.951343168922471
a64e4611,train,0,output,0,8.336234228394305
b7f8a4d8,test,0,input,0,8.607474737266832
a096bf4d,test,0,input,0,8.694338437618415
eb281b96,test,0,output,0,8.980034031066504
b7f8a4d8,train,1,input,0,9.984499427254125
6165ea8f,train,0,output,0,10.260186282449345
b7f8a4d8,train,0,input,0,13.148722324845577
4f537728,train,0,input,0,13.189385388925636
4f537728,train,0,output,0,13.189385388925636
4f537728,test,0,input,0,16.37150317239965
4f537728,test,0,output,0,16.37150317239965
6165ea8f,test,1,output,0,16.648510490650867
4f537728,train,1,input,0,20.12573491640064
4f537728,train,1,output,0,20.12573491640064
6165ea8f,test,0,output,0,24.159303939218315
a78176bb,train,1,input,1,0.7554213860172163
73182012,train,0,output,1,0.7603545390389287
4c5c2cf0,train,2,input,1,0.7884139024514283
27f8ce4f,train,2,output,1,0.8598241371212977
60a26a3e,train,1,input,1,1.2384852819587016
a1570a43,train,2,input,1,1.3295039245173912
b1fc8b8e,train,4,input,1,1.3422523088370697
1e81d6f9,test,0,input,1,1.348362856770392
7ddcd7ec,test,0,output,1,1.3495499756657994
ce4f8723,train,0,output,1,1.351280726092806
ce4f8723,train,3,output,1,1.351280726092806
1e81d6f9,test,0,output,1,1.3523019125236224
75b8110e,train,3,output,1,1.3546138602882307
bbb1b8b6,train,5,output,1,1.3559668449112687
bbc9ae5d,train,1,output,1,1.3559668449112687
1e81d6f9,train,0,output,1,1.3562586067178923
5b6cbef5,train,3,input,1,1.3583406894733931
5b6cbef5,train,4,input,1,1.3583406894733931
a68b268e,train,2,output,1,1.3587680889330538
281123b4,train,3,output,1,1.359851893336799
87ab05b8,train,2,input,1,1.3600145511613766
67a423a3,train,1,output,1,1.3610859115094012
0692e18c,test,0,output,1,1.3612470951860598
27f8ce4f,train,3,output,1,1.361491484176666
1cf80156,train,1,output,1,1.3617765770214363
23b5c85d,train,4,output,1,1.3617765770214363
23b5c85d,test,0,output,1,1.3617765770214363
3194b014,train,0,output,1,1.3617765770214363
3194b014,train,1,output,1,1.3617765770214363
3194b014,train,2,output,1,1.3617765770214363
3194b014,test,0,output,1,1.3617765770214363
5582e5ca,train,0,output,1,1.3617765770214363
5582e5ca,train,1,output,1,1.3617765770214363
5582e5ca,train,2,output,1,1.3617765770214363
5582e5ca,test,0,output,1,1.3617765770214363
695367ec,train,1,input,1,1.3617765770214363
6e02f1e3,train,0,input,1,1.3617765770214363
6e02f1e3,train,2,input,1,1.3617765770214363
73ccf9c2,train,1,output,1,1.3617765770214363
963f59bc,train,3,input,1,1.3617765770214363
99b1bc43,train,2,output,1,1.3617765770214363
a85d4709,train,1,output,1,1.3617765770214363
d4b1c2b1,train,1,input,1,1.3617765770214363
d4b1c2b1,train,1,output,1,1.3617765770214363
d4b1c2b1,train,2,input,1,1.3617765770214363
d4b1c2b1,train,2,output,1,1.3617765770214363
f76d97a5,train,0,output,1,1.3617765770214363
17cae0c1,train,3,input,1,1.365046628116882
ff28f65a,train,4,input,1,1.365696424958745
2dc579da,train,0,output,1,1.3661988894439756
31aa019c,train,1,output,1,1.3661988894439756
31aa019c,train,2,output,1,1.3661988894439756
5587a8d0,train,0,output,1,1.3661988894439756
913fb3ed,train,1,output,1,1.3661988894439756
9ba4a9aa,train,0,output,1,1.3661988894439756
9ba4a9aa,train,1,output,1,1.3661988894439756
9ba4a9aa,train,2,output,1,1.3661988894439756
9ba4a9aa,test,0,output,1,1.3661988894439756
b94a9452,train,0,output,1,1.3661988894439756
bf699163,train,0,output,1,1.3661988894439756
bf699163,train,1,output,1,1.3661988894439756
bf699163,test,0,output,1,1.3661988894439756
cf5fd0ad,train,2,input,1,1.3661988894439756
dc1df850,train,2,output,1,1.3661988894439756
eb5a1d5d,train,0,output,1,1.3661988894439756
34b99a2b,train,3,output,1,1.368992262038005
6f8cd79b,train,3,output,1,1.368992262038005
a87f7484,train,3,output,1,1.368992262038005
dae9d2b5,train,3,output,1,1.368992262038005
e133d23d,train,0,output,1,1.368992262038005
e133d23d,train,1,output,1,1.368992262038005
e57337a4,train,1,output,1,1.368992262038005
ea786f4a,train,1,input,1,1.368992262038005
f3e62deb,train,0,output,1,1.368992262038005
f3e62deb,train,1,output,1,1.368992262038005
f3e62deb,train,2,output,1,1.368992262038005
f3e62deb,train,3,output,1,1.368992262038005
f3e62deb,train,4,output,1,1.368992262038005
f3e62deb,train,5,output,1,1.368992262038005
f3e62deb,test,0,output,1,1.368992262038005
f3e62deb,test,1,output,1,1.368992262038005
fc754716,train,3,output,1,1.368992262038005
32e9702f,train,1,output,1,1.3718720599543304
9565186b,train,0,input,1,1.3718720599543304
9565186b,train,0,output,1,1.3718720599543304
cf5fd0ad,train,1,input,1,1.3718720599543304
da6e95e5,test,1,output,1,1.3718720599543304
d4469b4b,train,3,input,1,1.373042030341017
9720b24f,train,0,input,1,1.3746539044011474
ad7e01d0,train,0,input,1,1.3770226003659851
73182012,train,1,output,1,1.3771306570685966
007bbfb7,train,4,input,1,1.3775918074254663
1e81d6f9,train,1,input,1,1.3775918074254663
1e81d6f9,train,1,output,1,1.3775918074254663
34b99a2b,train,1,output,1,1.3775918074254663
44f52bb0,test,1,input,1,1.3775918074254663
6ea4a07e,train,5,output,1,1.3775918074254663
9720b24f,train,0,output,1,1.3775918074254663
99b1bc43,train,0,output,1,1.3775918074254663
a87f7484,train,0,output,1,1.3775918074254663
be94b721,train,2,output,1,1.3775918074254663
ccd554ac,train,5,input,1,1.3775918074254663
dae9d2b5,test,1,output,1,1.3775918074254663
e133d23d,train,2,output,1,1.3775918074254663
e133d23d,test,0,output,1,1.3775918074254663
e57337a4,train,0,output,1,1.3775918074254663
e57337a4,test,0,output,1,1.3775918074254663
ed36ccf7,train,3,input,1,1.3775918074254663
ed36ccf7,train,3,output,1,1.3775918074254663
ed74f2f2,train,0,output,1,1.3775918074254663
ed74f2f2,train,4,output,1,1.3775918074254663
ed74f2f2,test,0,output,1,1.3775918074254663
7ddcd7ec,train,2,output,1,1.3779184771532198
48f8583b,train,5,input,1,1.3787806481889626
662c240a,train,2,output,1,1.3787806481889626
ae4f1146,train,2,output,1,1.3787806481889626
ae4f1146,test,0,output,1,1.3787806481889626
cf5fd0ad,test,0,input,1,1.3787806481889626
da6e95e5,train,0,output,1,1.3787806481889626
7ddcd7ec,train,1,output,1,1.380580854794415
bc1d5164,train,1,output,1,1.3820065128192875
ed98d772,train,1,input,1,1.3820065128192875
f9012d9b,test,0,output,1,1.3823533961655603
6ea4a07e,train,3,output,1,1.3826605847915154
2dee498d,train,1,output,1,1.3869061923320793
458e3a53,train,1,output,1,1.3869061923320793
67e8384a,train,0,input,1,1.3869061923320793
6d0aefbc,train,1,input,1,1.3869061923320793
996ec1f3,train,0,output,1,1.3869061923320793
996ec1f3,train,1,output,1,1.3869061923320793
a59b95c0,train,1,input,1,1.3869061923320793
c3e719e8,train,0,input,1,1.3869061923320793
d4b1c2b1,train,4,input,1,1.3869061923320793
e50d258f,train,0,output,1,1.3869061923320793
f76d97a5,train,1,input,1,1.3869061923320793
902510d5,test,0,input,1,1.3870969582309918
12997ef3,train,1,input,1,1.3875494833776945
12997ef3,train,2,input,1,1.3875494833776945
12997ef3,test,1,input,1,1.3875494833776945
1f85a75f,train,0,output,1,1.3875494833776945
28bf18c6,train,0,input,1,1.3875494833776945
31d5ba1a,train,0,output,1,1.3875494833776945
39a8645d,test,0,output,1,1.3875494833776945
3de23699,train,3,output,1,1.3875494833776945
48d8fb45,train,1,output,1,1.3875494833776945
5117e062,train,0,output,1,1.3875494833776945
5117e062,train,2,output,1,1.3875494833776945
5117e062,test,0,output,1,1.3875494833776945
8e2edd66,train,2,input,1,1.3875494833776945
bbb1b8b6,train,3,output,1,1.3875494833776945
bbc9ae5d,train,3,output,1,1.3875494833776945
dae9d2b5,test,0,output,1,1.3875494833776945
e57337a4,train,2,output,1,1.3875494833776945
a406ac07,train,1,input,1,1.3881488187355944
996ec1f3,test,0,output,1,1.3896579414845394
b190f7f5,train,0,input,1,1.3904679210843862
469497ad,test,0,input,1,1.39165613233471
d511f180,test,0,input,1,1.3920675077037337
d511f180,test,0,output,1,1.3920675077037337
c59eb873,train,1,input,1,1.3925641907400503
a87f7484,train,2,output,1,1.3926196677055975
bc1d5164,train,2,output,1,1.3926196677055975
e133d23d,train,4,output,1,1.3926196677055975
ad7e01d0,train,3,input,1,1.3940023686979144
cf5fd0ad,train,0,input,1,1.3958177752571068
aabf363d,train,0,input,1,1.3975410409497542
aabf363d,train,1,input,1,1.3975410409497542
aabf363d,train,1,output,1,1.3975410409497542
0692e18c,train,1,input,1,1.3988362864637756
12997ef3,test,0,input,1,1.3988362864637756
2072aba6,train,1,input,1,1.3988362864637756
2072aba6,train,2,input,1,1.3988362864637756
27a28665,train,2,input,1,1.3988362864637756
27a28665,test,1,input,1,1.3988362864637756
39a8645d,train,2,output,1,1.3988362864637756
4852f2fa,train,0,output,1,1.3988362864637756
4852f2fa,train,2,input,1,1.3988362864637756
48d8fb45,train,2,output,1,1.3988362864637756
48d8fb45,test,0,output,1,1.3988362864637756
5117e062,train,1,output,1,1.3988362864637756
6ea4a07e,test,1,input,1,1.3988362864637756
7837ac64,train,2,output,1,1.3988362864637756
8719f442,train,1,input,1,1.3988362864637756
8e2edd66,train,0,input,1,1.3988362864637756
8f2ea7aa,test,0,input,1,1.3988362864637756
91413438,train,3,input,1,1.3988362864637756
bc1d5164,train,4,output,1,1.3988362864637756
ccd554ac,train,0,input,1,1.3988362864637756
d4469b4b,train,0,output,1,1.3988362864637756
d4469b4b,train,1,output,1,1.3988362864637756
d4469b4b,train,2,output,1,1.3988362864637756
d4469b4b,train,3,output,1,1.3988362864637756
d4469b4b,train,4,output,1,1.3988362864637756
d4469b4b,train,5,output,1,1.3988362864637756
d4469b4b,train,6,output,1,1.3988362864637756
d4469b4b,test,0,output,1,1.3988362864637756
d4469b4b,test,1,output,1,1.3988362864637756
dae9d2b5,train,0,output,1,1.3988362864637756
ed36ccf7,train,0,input,1,1.3988362864637756
ed36ccf7,train,0,output,1,1.3988362864637756
ed74f2f2,train,3,output,1,1.3988362864637756
f2829549,train,1,output,1,1.3988362864637756
f76d97a5,train,1,output,1,1.3988362864637756
902510d5,train,1,input,1,1.3992745910148896
a740d043,train,1,output,1,1.399757377721333
27f8ce4f,train,1,input,1,1.4009622117134843
74dd1130,train,0,input,1,1.4009622117134843
74dd1130,train,0,output,1,1.4009622117134843
27a28665,train,0,input,1,1.4045469315249262
27a28665,train,1,input,1,1.4045469315249262
4852f2fa,train,1,input,1,1.4045469315249262
aedd82e4,train,3,input,1,1.4045469315249262
ed98d772,test,0,input,1,1.4045469315249262
27f8ce4f,train,2,input,1,1.4067206396656748
27f8ce4f,train,3,input,1,1.4067206396656748
a59b95c0,train,4,input,1,1.4067206396656748
ac6f9922,test,0,output,1,1.4067206396656748
d4b1c2b1,train,3,input,1,1.4067206396656748
f0afb749,train,0,output,1,1.4079752827279373
0c9aba6e,test,0,output,1,1.4080791033939268
5582e5ca,train,1,input,1,1.4094337040327178
7fe24cdd,test,0,input,1,1.4094337040327178
aedd82e4,train,3,output,1,1.4096595120033504
963f59bc,train,0,input,1,1.4102283592047686
007bbfb7,train,0,input,1,1.4109126003597752
27a28665,train,5,input,1,1.4109126003597752
27a28665,train,6,input,1,1.4109126003597752
27a28665,test,0,input,1,1.4109126003597752
67385a82,train,3,input,1,1.4109126003597752
8e2edd66,test,0,input,1,1.4109126003597752
8f2ea7aa,train,2,input,1,1.4109126003597752
aedd82e4,train,2,input,1,1.4109126003597752
d631b094,test,0,input,1,1.4109126003597752
fafffa47,train,2,output,1,1.4109126003597752
23b5c85d,train,3,output,1,1.4114203308738116
445eab21,train,0,output,1,1.4114203308738116
445eab21,train,1,output,1,1.4114203308738116
445eab21,train,2,output,1,1.4114203308738116
445eab21,test,0,output,1,1.4114203308738116
64a7c07e,train,0,input,1,1.4114203308738116
66f2d22f,train,1,output,1,1.4114203308738116
695367ec,train,0,input,1,1.4114203308738116
72ca375d,train,0,output,1,1.4114203308738116
8597cfd7,train,0,output,1,1.4114203308738116
8597cfd7,train,1,output,1,1.4114203308738116
8597cfd7,train,2,output,1,1.4114203308738116
8597cfd7,train,3,output,1,1.4114203308738116
8597cfd7,test,0,output,1,1.4114203308738116
a79310a0,train,1,input,1,1.4114203308738116
a79310a0,train,1,output,1,1.4114203308738116
be03b35f,train,2,input,1,1.4114203308738116
cd3c21df,train,0,output,1,1.4114203308738116
ff28f65a,train,3,input,1,1.4114203308738116
ff28f65a,train,7,input,1,1.4114203308738116
4c5c2cf0,train,0,input,1,1.4120673823063234
62c24649,train,0,input,1,1.412299259032529
9dfd6313,test,0,input,1,1.4146237345732668
9dfd6313,test,0,output,1,1.4146237345732668
6150a2bd,train,1,input,1,1.4153163784337184
6150a2bd,train,1,output,1,1.4153163784337184
62c24649,test,0,input,1,1.4153163784337184
68b67ca3,train,1,output,1,1.4153163784337184
88a10436,train,1,input,1,1.4153163784337184
0692e18c,test,0,input,1,1.4177551387322977
6773b310,test,0,output,1,1.4177551387322977
6ea4a07e,test,0,input,1,1.4177551387322977
794b24be,test,0,input,1,1.4177551387322977
8719f442,train,0,input,1,1.4177551387322977
9110e3c5,train,0,output,1,1.4177551387322977
9110e3c5,train,6,output,1,1.4177551387322977
9110e3c5,test,1,output,1,1.4177551387322977
91413438,train,1,input,1,1.4177551387322977
aedd82e4,test,0,input,1,1.4177551387322977
c3202e5a,train,2,output,1,1.4177551387322977
c9e6f938,test,0,input,1,1.4177551387322977
60c09cac,train,0,input,1,1.4184840951029747
cce03e0d,train,0,input,1,1.4184840951029747
9dfd6313,train,2,input,1,1.4192016054256744
9dfd6313,train,2,output,1,1.4192016054256744
5ffb2104,train,2,input,1,1.4216997088667105
67385a82,train,3,output,1,1.4216997088667105
aedd82e4,train,2,output,1,1.4216997088667105
2dc579da,train,1,output,1,1.4218014024665808
4522001f,train,0,input,1,1.4218014024665808
4522001f,train,1,input,1,1.4218014024665808
4522001f,test,0,input,1,1.4218014024665808
ac6f9922,train,1,output,1,1.4218014024665808
da6e95e5,train,1,output,1,1.4218014024665808
f9012d9b,train,1,output,1,1.4218014024665808
f9012d9b,train,2,output,1,1.4218014024665808
9f236235,train,2,output,1,1.4234456339509793
aedd82e4,test,0,output,1,1.4234456339509793
bf89d739,train,0,output,1,1.4240603455967937
25ff71a9,train,0,input,1,1.4252672560085806
25ff71a9,train,0,output,1,1.4252672560085806
25ff71a9,train,2,input,1,1.4252672560085806
25ff71a9,train,2,output,1,1.4252672560085806
44f52bb0,train,2,input,1,1.4252672560085806
6430c8c4,train,0,output,1,1.4252672560085806
794b24be,train,4,input,1,1.4252672560085806
794b24be,train,5,input,1,1.4252672560085806
88a62173,train,0,input,1,1.4252672560085806
88a62173,train,0,output,1,1.4252672560085806
88a62173,train,1,output,1,1.4252672560085806
99fa7670,train,1,output,1,1.4252672560085806
bc1d5164,train,1,input,1,1.4252672560085806
bc1d5164,train,2,input,1,1.4252672560085806
be03b35f,train,0,output,1,1.4252672560085806
be03b35f,train,1,output,1,1.4252672560085806
be03b35f,test,0,output,1,1.4252672560085806
ccd554ac,train,1,input,1,1.4252672560085806
dae9d2b5,train,4,output,1,1.4252672560085806
4cd1b7b2,test,0,input,1,1.433595084378033
4cd1b7b2,train,0,output,1,1.4342631616723305
00d62c1b,train,1,output,1,1.4419014330954114
73182012,test,0,output,1,1.442484989402729
90347967,test,0,input,1,1.4425327672571768
90347967,test,0,output,1,1.4425327672571768
cad67732,train,0,input,1,1.4427098634367104
00d62c1b,train,1,input,1,1.4446298987060053
ff72ca3e,train,0,output,1,1.448188819900128
27f8ce4f,train,0,input,1,1.4484894990945674
59341089,test,0,input,1,1.4484894990945674
62b74c02,train,1,input,1,1.4484894990945674
67a3c6ac,test,0,input,1,1.4484894990945674
67a3c6ac,test,0,output,1,1.4484894990945674
6fa7a44f,test,0,input,1,1.4484894990945674
c3e719e8,test,0,input,1,1.4484894990945674
c48954c1,train,1,input,1,1.4484894990945674
c8cbb738,train,0,output,1,1.4484894990945674
e633a9e5,train,1,input,1,1.4484894990945674
cce03e0d,test,0,input,1,1.4539078609009772
e40b9e2f,train,1,input,1,1.4539304768947374
c3e719e8,train,1,input,1,1.4540597196812444
ecaa0ec1,test,0,input,1,1.4548739317095072
ecaa0ec1,test,0,output,1,1.4548739317095072
a1570a43,test,0,output,1,1.4551636585306988
8fbca751,train,2,input,1,1.457600979414382
9dfd6313,train,0,input,1,1.4598697595038412
9dfd6313,train,0,output,1,1.4598697595038412
0ca9ddb6,train,2,output,1,1.4600171813020464
e9bb6954,train,1,input,1,1.460270123896463
85fa5666,train,2,output,1,1.4622898361790706
05269061,train,1,input,1,1.4623772295139272
5bd6f4ac,test,0,output,1,1.4623772295139272
85fa5666,test,0,input,1,1.465435076983916
2697da3f,train,1,input,1,1.4670972825081257
d9fac9be,train,3,input,1,1.46781246979746
85fa5666,train,2,input,1,1.4697779092449652
9dfd6313,train,1,input,1,1.4702463001661314
9dfd6313,train,1,output,1,1.4702463001661314
cce03e0d,train,1,input,1,1.4702463001661314
cce03e0d,train,1,output,1,1.4702463001661314
1f642eb9,test,0,output,1,1.4727595088063148
6df30ad6,test,0,input,1,1.4745875758563434
6df30ad6,test,0,output,1,1.4745875758563434
928ad970,train,2,input,1,1.4745875758563434
a1570a43,train,0,output,1,1.4745875758563434
bf32578f,train,1,output,1,1.4745875758563434
2bcee788,train,1,input,1,1.4755275202112577
4e469f39,train,1,input,1,1.4772839493324417
a1570a43,train,2,output,1,1.4772839493324417
a1570a43,train,3,output,1,1.4772839493324417
c3e719e8,train,1,output,1,1.4775796728941695
67a423a3,train,2,output,1,1.4783798488838702
57aa92db,train,1,input,1,1.4784156103409114
a48eeaf7,test,0,output,1,1.4815660383461424
e40b9e2f,train,2,output,1,1.4818672336964152
7ddcd7ec,train,0,input,1,1.4825083811825714
e40b9e2f,train,0,output,1,1.4838621420519167
6df30ad6,train,1,input,1,1.485319329397709
e40b9e2f,train,2,input,1,1.485319329397709
95990924,train,0,output,1,1.485379569898054
1cf80156,train,1,input,1,1.4866174971512809
6df30ad6,train,1,output,1,1.4866174971512809
91714a58,train,2,output,1,1.4866174971512809
d5d6de2d,train,0,output,1,1.4866174971512809
1d398264,test,1,input,1,1.4876739118119826
963f59bc,train,2,input,1,1.4885406891564859
d9fac9be,train,1,input,1,1.4893748588170113
623ea044,train,2,output,1,1.4894831734987037
22233c11,train,0,input,1,1.4902089995222871
31aa019c,train,0,output,1,1.490669494767392
31aa019c,test,0,output,1,1.490669494767392
3a301edc,train,3,input,1,1.490669494767392
3befdf3e,train,1,input,1,1.490669494767392
84f2aca1,train,1,output,1,1.490669494767392
913fb3ed,train,2,output,1,1.490669494767392
b94a9452,train,0,input,1,1.490669494767392
e40b9e2f,train,1,output,1,1.4922264487158796
64a7c07e,train,1,input,1,1.4932300394219415
64a7c07e,train,1,output,1,1.4932300394219415
84f2aca1,train,1,input,1,1.4932300394219415
928ad970,train,0,input,1,1.4932300394219415
ac0c5833,train,2,input,1,1.4932300394219415
baf41dbf,train,0,input,1,1.4932300394219415
d304284e,train,0,input,1,1.4932300394219415
f3e62deb,train,0,input,1,1.4932300394219415
f3e62deb,train,1,input,1,1.4932300394219415
f3e62deb,train,2,input,1,1.4932300394219415
f3e62deb,train,3,input,1,1.4932300394219415
f3e62deb,train,4,input,1,1.4932300394219415
f3e62deb,train,5,input,1,1.4932300394219415
f3e62deb,test,0,input,1,1.4932300394219415
f3e62deb,test,1,input,1,1.4932300394219415
90347967,train,1,input,1,1.494167204376111
90347967,train,1,output,1,1.494167204376111
12997ef3,train,3,input,1,1.49502058084922
9b2a60aa,train,0,input,1,1.49502058084922
2bcee788,test,0,input,1,1.495804519610533
d10ecb37,train,1,input,1,1.4978942573569531
64a7c07e,test,0,input,1,1.4986835142579475
64a7c07e,test,0,output,1,1.4986835142579475
2bcee788,train,2,input,1,1.4988021343341709
2013d3e2,test,0,input,1,1.500133543188157
ecaa0ec1,train,1,input,1,1.5009244286034575
ecaa0ec1,train,1,output,1,1.5009244286034575
9b2a60aa,train,1,input,1,1.5011180250059892
9b2a60aa,train,2,input,1,1.5011180250059892
ac0c5833,test,0,input,1,1.5011180250059892
22168020,train,1,input,1,1.5014044165036982
2072aba6,train,0,output,1,1.5016704889610388
2013d3e2,train,0,input,1,1.5020477402916135
623ea044,train,0,output,1,1.5032545781803563
3de23699,train,1,input,1,1.5034971854506463
a48eeaf7,train,1,output,1,1.5053001472504366
ac0c5833,train,0,input,1,1.5057710416421661
e5c44e8f,test,0,output,1,1.5074343939073833
3de23699,train,3,input,1,1.508763079657911
45737921,train,0,input,1,1.5096704684934343
45737921,train,0,output,1,1.5096704684934343
28bf18c6,train,1,input,1,1.5102614693932392
4852f2fa,train,4,input,1,1.5102614693932392
9b2a60aa,test,0,input,1,1.5102614693932392
ed74f2f2,train,5,input,1,1.5113523314599713
93b581b8,train,0,output,1,1.5128198541082263
a78176bb,train,1,output,1,1.5145099865142575
7ddcd7ec,test,0,input,1,1.5151380251231596
1c0d0a4b,train,1,output,1,1.5159568398104533
5e6bbc0b,test,0,input,1,1.516802172238672
3af2c5a8,train,1,output,1,1.5174091514979478
5168d44c,train,0,input,1,1.5185594506608207
5168d44c,train,0,output,1,1.5185594506608207
5168d44c,train,1,output,1,1.5185594506608207
5168d44c,train,2,input,1,1.5185594506608207
5168d44c,train,2,output,1,1.5185594506608207
5168d44c,test,0,input,1,1.5185594506608207
5168d44c,test,0,output,1,1.5185594506608207
a78176bb,train,0,output,1,1.5186599102068212
2c737e39,train,0,input,1,1.5189408290339719
7ddcd7ec,train,2,input,1,1.5201956461327233
045e512c,train,0,input,1,1.5206377259031438
28bf18c6,test,0,input,1,1.5206377259031438
3de23699,test,0,input,1,1.5206377259031438
3de23699,test,0,output,1,1.5206377259031438
4852f2fa,train,0,input,1,1.5206377259031438
4852f2fa,test,0,input,1,1.5206377259031438
e9614598,train,0,output,1,1.5206377259031438
e9614598,train,1,output,1,1.5206377259031438
e9614598,test,0,output,1,1.5206377259031438
e9614598,test,1,output,1,1.5206377259031438
fe9372f3,train,0,input,1,1.5206377259031438
fe9372f3,train,1,input,1,1.5206377259031438
fe9372f3,test,0,input,1,1.5206377259031438
2bcee788,train,0,input,1,1.5218928737279038
a48eeaf7,train,0,output,1,1.5233119271332987
3e980e27,train,1,input,1,1.5258312134168541
7ddcd7ec,train,1,input,1,1.525892597782755
85fa5666,train,3,input,1,1.5261602310074254
95990924,train,1,output,1,1.5261602310074254
e9ac8c9e,train,1,input,1,1.5261602310074254
95755ff2,train,2,input,1,1.5266290244505523
48131b3c,train,0,output,1,1.5288105400605734
ccd554ac,train,2,output,1,1.5288105400605734
a5f85a15,train,0,input,1,1.5306735467652999
623ea044,train,1,output,1,1.5316277949776442
64a7c07e,train,0,output,1,1.5322217488066336
95990924,train,1,input,1,1.5322217488066336
a48eeaf7,train,0,input,1,1.5322217488066336
a48eeaf7,train,1,input,1,1.5322217488066336
a48eeaf7,test,0,input,1,1.5322217488066336
ac0c5833,train,1,input,1,1.5322217488066336
d43fd935,train,0,input,1,1.5322217488066336
d43fd935,train,1,input,1,1.5322217488066336
d43fd935,train,2,input,1,1.5322217488066336
d43fd935,test,0,input,1,1.5322217488066336
d89b689b,train,0,input,1,1.5322217488066336
d89b689b,train,1,input,1,1.5322217488066336
d89b689b,train,2,input,1,1.5322217488066336
d89b689b,test,0,input,1,1.5322217488066336
88a10436,train,2,input,1,1.5330314198267267
05269061,test,0,input,1,1.5331703703915438
62c24649,train,2,output,1,1.5336883200948306
3e980e27,train,3,input,1,1.5349202308697902
12997ef3,train,0,input,1,1.5380590920097823
8f2ea7aa,train,0,input,1,1.5380590920097823
f25fbde4,train,0,input,1,1.5380590920097823
a5f85a15,train,2,input,1,1.5412101625026036
cad67732,train,1,output,1,1.54133091453575
1f0c79e5,train,1,input,1,1.541789663076016
